Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries,Athletics Related Debt,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
Auburn University,100858,2009,Football Bowl Subdivision,Southeastern Conference,"$107,965,566 ",$0 ,"$16,628,253 ","$813,677 ","$2,841,083 ","$2,002,992 ","$8,353,827 ","$29,945,295 ","$15,069,213 ","$22,769,014 ","$9,542,211 ","$109,886,746 ","$6,129,333 ","$4,290,042 ","$40,519,497 ","$479,957 ","$22,163,987 ","$29,699,479 ",$0 ,"$6,604,451 ","$6,604,451 ","$36,378,073 ","$6,848,114 ","$146,209,046 ","$12,068,816 "
Auburn University,100858,2010,Football Bowl Subdivision,Southeastern Conference,"$112,969,337 ",$0 ,"$20,093,978 ","$844,317 ","$3,493,998 ","$2,077,216 ","$9,024,177 ","$30,594,467 ","$17,308,245 ","$18,600,296 ","$10,932,644 ","$115,085,168 ","$6,728,115 ","$3,962,602 ","$36,945,833 ",$0 ,"$30,176,440 ","$30,733,764 ",$0 ,"$6,538,413 ","$6,538,413 ","$34,684,922 ","$8,110,056 ","$136,664,731 ","$14,209,078 "
Auburn University,100858,2011,Football Bowl Subdivision,Southeastern Conference,"$121,063,330 ",$0 ,"$16,361,990 ","$1,026,925 ","$5,203,201 ","$2,569,360 ","$10,672,134 ","$32,145,554 ","$23,846,940 ","$17,511,760 ","$11,725,466 ","$125,261,076 ","$6,479,759 ","$6,209,886 ","$39,571,689 ","$42,042 ","$32,862,845 ","$34,906,436 ",$0 ,"$5,188,419 ","$5,188,419 ","$47,064,769 ","$13,687,704 ","$127,780,591 ","$12,149,967 "
Auburn University,100858,2012,Football Bowl Subdivision,Southeastern Conference,"$113,673,311 ",$0 ,"$15,686,525 ","$708,291 ","$3,652,048 ","$3,003,539 ","$8,878,014 ","$29,974,867 ","$20,855,236 ","$19,125,188 ","$11,789,603 ","$125,045,171 ","$4,637,059 ","$8,127,468 ","$39,499,143 ","$1,219,250 ","$32,074,809 ","$34,510,941 ",$0 ,"$4,976,501 ","$4,976,501 ","$39,341,961 ","$10,929,644 ","$93,472,551 ","$10,538,842 "
Auburn University,100858,2013,Football Bowl Subdivision,Southeastern Conference,"$119,954,129 ",$0 ,"$18,160,961 ","$1,159,761 ","$3,710,705 ","$3,252,453 ","$8,955,220 ","$29,154,213 ","$19,657,110 ","$23,799,811 ","$12,103,896 ","$120,598,757 ","$5,069,996 ","$6,068,991 ","$37,026,237 ","$2,733,716 ","$31,535,858 ","$33,144,176 ",$0 ,"$5,019,782 ","$5,019,782 ","$42,230,582 ","$10,044,604 ","$126,528,151 ","$11,600,444 "
Auburn University,100858,2014,Football Bowl Subdivision,Southeastern Conference,"$144,759,204 ",$0 ,"$21,079,692 ","$1,184,109 ","$5,848,028 ","$3,101,346 ","$12,823,558 ","$35,326,183 ","$23,317,119 ","$28,338,610 ","$13,740,559 ","$130,160,195 ","$5,731,002 ","$6,038,439 ","$45,107,928 ","$43,495 ","$34,072,875 ","$34,147,581 ",$0 ,"$5,018,875 ","$5,018,875 ","$56,817,469 ","$11,984,673 ","$125,230,022 ","$12,453,887 "
Auburn University,100858,2015,Football Bowl Subdivision,Southeastern Conference,"$132,043,296 ",$0 ,"$16,145,241 ","$1,006,665 ","$4,305,867 ","$2,755,420 ","$9,573,798 ","$27,411,600 ","$24,146,487 ","$29,611,874 ","$17,086,344 ","$142,514,563 ","$9,537,415 ","$6,931,334 ","$42,305,886 ","$523,609 ","$43,802,489 ","$34,504,831 ",$0 ,"$4,908,999 ","$4,908,999 ","$45,246,858 ","$12,822,101 ","$114,536,946 ","$12,440,207 "
Auburn University,100858,2016,Football Bowl Subdivision,Southeastern Conference,"$140,972,900 ",$0 ,"$19,076,557 ","$1,123,477 ","$4,117,684 ","$2,549,264 ","$10,833,794 ","$30,432,412 ","$25,462,909 ","$29,810,137 ","$17,566,665 ","$158,140,814 ","$11,175,387 ","$6,995,740 ","$40,328,966 ","$3,657,986 ","$53,527,793 ","$36,314,977 ","$494,868 ","$5,645,097 ","$6,139,965 ","$47,301,301 ","$13,371,732 ","$108,220,168 ","$12,606,630 "
Auburn University,100858,2017,Football Bowl Subdivision,Southeastern Conference,"$146,900,191 ",$0 ,"$17,721,062 ","$1,084,087 ","$4,105,851 ","$2,446,817 ","$12,117,392 ","$34,856,945 ","$26,111,148 ","$30,887,887 ","$17,569,002 ","$163,067,611 ","$11,491,381 ","$9,755,047 ","$39,145,729 ","$64,117 ","$62,124,273 ","$36,470,351 ",$0 ,"$4,016,714 ","$4,016,714 ","$47,389,729 ","$13,505,212 ","$106,302,350 ","$12,230,930 "
Auburn University,100858,2018,Football Bowl Subdivision,Southeastern Conference,"$150,856,571 ",$0 ,"$17,756,842 ","$1,009,278 ","$4,195,482 ","$2,248,566 ","$13,186,347 ","$32,940,324 ","$29,150,520 ","$32,026,296 ","$18,342,915 ","$159,297,718 ","$10,960,317 ","$10,392,190 ","$38,506,647 ","$47,481 ","$57,870,178 ","$35,841,245 ",$0 ,"$5,679,660 ","$5,679,660 ","$47,891,344 ","$16,130,164 ","$99,013,444 ","$11,940,806 "
Auburn University,100858,2019,Football Bowl Subdivision,Southeastern Conference,"$147,601,722 ",$0 ,"$21,060,319 ","$952,701 ","$4,372,544 ","$2,319,225 ","$12,017,148 ","$32,159,050 ","$29,802,622 ","$27,644,134 ","$17,273,979 ","$161,586,723 ","$11,458,028 ","$10,246,724 ","$37,393,490 ","$4,576,626 ","$58,497,801 ","$33,837,680 ",$0 ,"$5,576,374 ","$5,576,374 ","$50,712,010 ","$16,036,188 ","$92,555,534 ","$11,733,168 "
Auburn University,100858,2020,Football Bowl Subdivision,Southeastern Conference,"$142,197,026 ",$0 ,"$14,186,319 ","$862,304 ","$5,336,014 ","$1,782,057 ","$10,582,925 ","$32,769,018 ","$30,549,697 ","$27,784,897 ","$18,343,796 ","$160,924,683 ","$10,405,147 ","$10,112,408 ","$35,093,992 ","$3,796,136 ","$59,128,403 ","$35,409,753 ","$787,312 ","$6,191,531 ","$6,978,843 ","$48,112,394 ","$15,362,907 ","$86,108,170 ","$12,831,657 "
Auburn University,100858,2021,Football Bowl Subdivision,Southeastern Conference,"$133,289,885 ",$0 ,"$6,949,671 ","$802,600 ","$360,000 ","$284,012 ","$8,471,403 ","$29,225,731 ","$29,537,173 ","$41,221,425 ","$16,437,870 ","$123,546,999 ","$10,544,676 ","$4,666,566 ","$16,225,555 ",$0 ,"$79,878,922 ","$3,718,186 ","$3,106,867 ","$5,406,227 ","$8,513,094 ","$51,651,240 ","$15,510,210 ","$78,066,088 ","$8,734,109 "
Ball State University,150136,2005,Football Bowl Subdivision,Mid-American Conference,"$20,539,621 ",$0 ,"$2,902,966 ","$354,978 ","$235,335 ","$298,131 ","$1,564,217 ","$1,526,425 ","$4,317,024 ","$3,376,960 ","$5,963,585 ","$21,016,521 ","$1,273,799 ","$232,027 ","$2,022,018 ","$881,904 ","$1,209,757 ","$809,236 ","$5,019,480 ","$9,568,299 ","$14,587,780 ","$5,577,543 ",,,
Ball State University,150136,2006,Football Bowl Subdivision,Mid-American Conference,"$21,761,273 ",$0 ,"$3,665,447 ","$153,279 ","$90,874 ","$300,907 ","$1,869,437 ","$1,649,598 ","$4,586,786 ","$3,449,100 ","$5,995,845 ","$21,765,414 ","$1,273,052 ","$304,643 ","$2,046,103 ","$1,483,273 ","$1,042,572 ","$1,355,848 ","$4,725,686 ","$9,534,237 ","$14,259,923 ","$5,814,743 ","$1,351,273 ",$0 ,$0 
Ball State University,150136,2007,Football Bowl Subdivision,Mid-American Conference,"$22,406,251 ",$0 ,"$3,074,913 ","$265,897 ","$584,466 ","$379,598 ","$2,094,831 ","$1,720,945 ","$4,492,978 ","$3,536,188 ","$6,256,435 ","$22,609,909 ","$913,144 ","$245,472 ","$2,516,186 ","$1,085,208 ","$1,278,120 ","$1,493,727 ","$5,173,563 ","$9,904,489 ","$15,078,051 ","$6,164,087 ","$1,363,692 ",,$0 
Ball State University,150136,2008,Football Bowl Subdivision,Mid-American Conference,"$24,468,546 ",$0 ,"$1,426,941 ","$326,818 ","$244,789 ","$221,365 ","$3,587,556 ","$2,628,248 ","$5,767,189 ","$3,782,614 ","$6,483,027 ","$27,845,688 ","$961,046 ","$404,428 ","$9,913,373 ","$1,885,315 ","$1,090,983 ","$951,285 ","$2,009,503 ","$10,629,754 ","$12,639,257 ","$6,205,497 ","$1,370,472 ",,$0 
Ball State University,150136,2009,Football Bowl Subdivision,Mid-American Conference,"$24,776,878 ",$0 ,"$2,205,938 ","$701,823 ","$613,840 ","$298,536 ","$1,724,883 ","$3,151,391 ","$5,521,368 ","$3,969,410 ","$6,589,689 ","$25,890,019 ","$1,103,352 ","$794,334 ","$1,623,812 ","$326,371 ","$1,631,513 ","$1,288,121 ","$7,814,722 ","$11,307,794 ","$19,122,516 ","$6,769,659 ","$1,997,932 ",$0 ,$0 
Ball State University,150136,2010,Football Bowl Subdivision,Mid-American Conference,"$21,557,688 ",$0 ,"$1,940,469 ","$317,743 ","$886,998 ","$266,139 ","$1,978,263 ","$2,554,851 ","$5,082,855 ","$1,684,670 ","$6,845,698 ","$25,018,123 ","$640,256 ","$731,456 ","$1,681,392 ","$1,320,725 ","$1,399,811 ","$861,438 ","$6,923,931 ","$11,459,114 ","$18,383,045 ","$6,405,226 ","$1,691,665 ",$0 ,$0 
Ball State University,150136,2011,Football Bowl Subdivision,Mid-American Conference,"$23,497,788 ",$0 ,"$1,573,329 ","$213,404 ","$786,637 ","$264,882 ","$1,907,351 ","$2,498,928 ","$4,910,033 ","$4,071,354 ","$7,271,870 ","$24,675,149 ","$589,036 ","$866,240 ","$1,740,005 ","$1,560,607 ","$1,258,432 ","$757,378 ","$6,871,699 ","$11,031,752 ","$17,903,451 ","$6,612,697 ","$1,626,333 ",$0 ,$0 
Ball State University,150136,2012,Football Bowl Subdivision,Mid-American Conference,"$23,810,478 ",$0 ,"$1,815,401 ","$366,426 ","$455,268 ","$296,849 ","$2,005,487 ","$1,854,731 ","$5,152,833 ","$4,348,280 ","$7,515,204 ","$24,937,758 ","$755,583 ","$698,158 ","$1,821,216 ","$1,311,780 ","$1,424,017 ","$1,844,613 ","$5,323,092 ","$11,759,300 ","$17,082,392 ","$6,696,203 ","$1,693,308 ",$0 ,$0 
Ball State University,150136,2013,Football Bowl Subdivision,Mid-American Conference,"$26,435,661 ",$0 ,"$1,768,924 ","$667,848 ","$433,865 ","$444,197 ","$2,867,996 ","$2,597,711 ","$5,603,187 ","$4,289,835 ","$7,762,100 ","$24,794,250 ","$846,878 ","$602,556 ","$664,428 ","$1,217,845 ","$2,267,454 ","$646,452 ","$5,858,042 ","$12,690,595 ","$18,548,637 ","$7,510,241 ","$1,925,088 ",$0 ,$0 
Ball State University,150136,2014,Football Bowl Subdivision,Mid-American Conference,"$28,896,132 ",$0 ,"$1,933,627 ","$850,495 ","$188,288 ","$453,809 ","$3,465,262 ","$4,160,256 ","$5,511,175 ","$4,322,908 ","$8,010,313 ","$26,811,698 ","$852,410 ","$825,420 ","$798,479 ","$1,074,924 ","$2,181,588 ","$1,165,762 ","$7,050,473 ","$12,862,642 ","$19,913,115 ","$7,821,804 ","$1,943,705 ",$0 ,$0 
Ball State University,150136,2015,Football Bowl Subdivision,Mid-American Conference,"$29,147,949 ",$0 ,"$1,671,492 ","$818,473 ","$1,226,137 ","$418,022 ","$3,101,738 ","$3,618,544 ","$5,863,557 ","$4,140,920 ","$8,289,067 ","$26,066,816 ","$782,670 ","$258,409 ","$743,876 ","$1,409,281 ","$2,537,766 ","$696,574 ","$6,405,449 ","$13,232,791 ","$19,638,240 ","$8,026,147 ","$1,998,517 ",$0 ,$0 
Ball State University,150136,2016,Football Bowl Subdivision,Mid-American Conference,"$30,738,719 ",$0 ,"$1,864,291 ","$879,267 ","$816,273 ","$463,677 ","$3,185,497 ","$3,915,917 ","$6,147,775 ","$4,516,644 ","$8,949,380 ","$28,837,730 ","$1,497,984 ","$311,319 ","$350,062 ","$2,069,472 ","$2,715,439 ","$1,202,084 ","$6,171,763 ","$14,519,607 ","$20,691,369 ","$8,229,166 ","$2,180,882 ",$0 ,$0 
Ball State University,150136,2017,Football Bowl Subdivision,Mid-American Conference,"$30,301,494 ",$0 ,"$2,166,124 ","$460,495 ","$639,868 ","$544,407 ","$2,974,100 ","$3,939,909 ","$5,738,457 ","$4,587,699 ","$9,250,434 ","$28,850,931 ","$628,519 ","$360,755 ","$851,423 ","$811,684 ","$4,182,725 ","$567,573 ","$6,745,627 ","$14,702,624 ","$21,448,250 ","$8,573,438 ","$1,875,711 ",$0 ,$0 
Ball State University,150136,2018,Football Bowl Subdivision,Mid-American Conference,"$30,693,697 ",$0 ,"$2,650,372 ","$374,929 ","$1,084,606 ","$517,584 ","$2,864,378 ","$3,525,490 ","$6,092,988 ","$4,703,881 ","$8,879,469 ","$30,899,131 ","$1,406,602 ","$503,617 ","$720,482 ","$1,626,747 ","$3,112,953 ","$1,125,892 ","$8,050,774 ","$14,352,063 ","$22,402,837 ","$8,014,264 ","$1,962,242 ",$0 ,$0 
Ball State University,150136,2019,Football Bowl Subdivision,Mid-American Conference,"$29,583,365 ",$0 ,"$2,887,743 ","$344,401 ","$872,294 ","$444,868 ","$2,782,118 ","$2,921,170 ","$6,311,795 ","$4,385,430 ","$8,633,547 ","$29,336,281 ","$1,149,686 ","$454,695 ","$531,253 ","$2,040,828 ","$2,727,069 ","$650,747 ","$8,073,745 ","$13,708,257 ","$21,782,002 ","$7,449,850 ","$2,027,770 ",,
Ball State University,150136,2020,Football Bowl Subdivision,Mid-American Conference,"$28,618,047 ",$0 ,"$2,462,338 ","$532,203 ","$888,048 ","$347,197 ","$2,408,773 ","$2,823,435 ","$6,310,078 ","$4,632,926 ","$8,213,049 ","$28,677,035 ","$913,438 ","$418,792 ","$94,912 ","$1,112,102 ","$2,083,931 ","$1,564,172 ","$8,948,474 ","$13,541,215 ","$22,489,688 ","$7,541,660 ","$2,018,102 ",,
Ball State University,150136,2021,Football Bowl Subdivision,Mid-American Conference,"$23,243,252 ",$0 ,"$1,777,793 ","$362,819 ",$0 ,"$18,716 ","$1,790,525 ","$2,053,300 ","$5,750,368 ","$3,953,288 ","$7,536,443 ","$23,376,436 ","$380,821 ","$147,914 ",$0 ,"$118,000 ","$3,005,905 ","$15,053 ","$7,163,143 ","$12,545,600 ","$19,708,743 ","$5,997,965 ","$2,009,559 ",$0 ,$0 
Boise State University,142115,2005,Football Bowl Subdivision,Western Athletic Conference,"$23,382,826 ",$0 ,"$3,524,586 ","$190,725 ","$619,978 ","$374,020 ","$1,976,065 ","$3,949,710 ","$5,371,278 ","$3,903,873 ","$3,472,592 ","$23,466,930 ","$2,092,426 ","$1,610,482 ","$2,666,660 ",$0 ,"$3,190,426 ","$4,934,419 ","$5,656,295 ","$3,316,222 ","$8,972,517 ","$7,169,774 ","$2,506,758 ","$20,055,633 ","$1,673,349 "
Boise State University,142115,2006,Football Bowl Subdivision,Western Athletic Conference,"$27,778,403 ",$0 ,"$2,423,990 ","$66,437 ","$565,414 ","$414,124 ","$2,584,282 ","$6,174,036 ","$5,841,386 ","$4,455,548 ","$5,253,186 ","$27,680,259 ","$2,158,430 ","$2,432,790 ","$3,725,311 ","$1,032,108 ","$2,349,934 ","$5,168,926 ","$7,585,147 ","$3,227,613 ","$10,812,760 ","$6,328,075 ","$2,248,044 ","$18,485,855 ","$1,721,397 "
Boise State University,142115,2007,Football Bowl Subdivision,Western Athletic Conference,"$33,032,443 ",$0 ,"$4,582,374 ","$85,344 ","$635,114 ","$456,770 ","$3,987,612 ","$7,073,685 ","$7,201,662 ","$3,578,121 ","$5,431,761 ","$34,287,614 ","$3,106,538 ","$2,418,815 ","$4,603,326 ","$543,201 ","$5,828,325 ","$5,790,413 ","$8,294,510 ","$3,702,486 ","$11,996,996 ","$12,806,403 ","$3,713,427 ","$58,345,290 ","$2,346,832 "
Boise State University,142115,2008,Football Bowl Subdivision,Western Athletic Conference,"$32,228,905 ",$0 ,"$2,846,728 ","$155,400 ","$806,040 ","$452,746 ","$2,773,910 ","$7,380,754 ","$7,006,857 ","$4,783,334 ","$6,023,135 ","$32,191,379 ","$2,765,776 ","$2,835,769 ","$3,630,188 ","$788,485 ","$2,805,479 ","$7,850,207 ","$8,170,868 ","$3,344,608 ","$11,515,476 ","$9,317,797 ","$3,677,011 ","$58,435,428 ","$2,291,721 "
Boise State University,142115,2009,Football Bowl Subdivision,Western Athletic Conference,"$38,152,878 ",$0 ,"$2,476,549 ","$153,514 ","$625,208 ","$417,511 ","$3,565,165 ","$11,788,989 ","$7,452,905 ","$5,541,079 ","$6,131,959 ","$37,811,305 ","$3,216,328 ","$2,953,986 ","$8,091,552 ","$757,827 ","$3,190,224 ","$7,160,803 ","$8,853,771 ","$3,586,814 ","$12,440,586 ","$8,565,297 ","$3,502,689 ","$52,661,586 ","$4,762,635 "
Boise State University,142115,2010,Football Bowl Subdivision,Western Athletic Conference,"$45,550,766 ",$0 ,"$8,215,015 ","$130,378 ","$981,084 ","$349,987 ","$3,426,627 ","$10,456,006 ","$9,613,158 ","$5,354,752 ","$7,023,759 ","$45,894,601 ","$3,598,912 ","$3,446,133 ","$8,144,195 ","$720,746 ","$7,915,209 ","$8,826,230 ","$9,539,965 ","$3,703,212 ","$13,243,177 ","$20,665,207 ","$5,414,352 ","$49,716,758 ","$4,737,661 "
Boise State University,142115,2011,Football Bowl Subdivision,Western Athletic Conference,"$44,924,859 ",$0 ,"$3,136,065 ","$151,298 ","$719,770 ","$461,770 ","$4,865,043 ","$13,013,052 ","$9,765,701 ","$5,766,235 ","$7,045,926 ","$45,203,661 ","$3,267,747 ","$4,351,726 ","$11,557,505 ","$1,806,955 ","$2,366,086 ","$9,174,148 ","$8,883,506 ","$3,795,988 ","$12,679,494 ","$17,861,961 ","$4,745,087 ","$46,502,600 ","$3,857,235 "
Boise State University,142115,2012,Football Bowl Subdivision,Mountain West Conference,"$50,952,473 ",$0 ,"$3,544,889 ","$159,099 ","$747,446 ","$485,780 ","$4,667,319 ","$17,895,163 ","$10,046,741 ","$5,926,940 ","$7,479,096 ","$51,269,573 ","$5,715,872 ","$4,330,200 ","$10,930,673 ","$2,699,740 ","$4,994,413 ","$9,803,946 ","$8,985,025 ","$3,809,704 ","$12,794,729 ","$21,343,881 ","$5,148,909 ","$43,834,880 ","$3,772,112 "
Boise State University,142115,2013,Football Bowl Subdivision,Mountain West Conference,"$50,356,211 ",$0 ,"$5,116,535 ","$214,162 ","$756,821 ","$518,855 ","$4,380,434 ","$14,633,452 ","$11,000,517 ","$5,842,010 ","$7,893,424 ","$50,209,938 ","$3,929,315 ","$4,397,824 ","$12,960,712 ","$1,832,002 ","$4,172,511 ","$9,544,597 ","$9,542,175 ","$3,830,801 ","$13,372,977 ","$17,690,369 ","$5,856,533 ","$64,087,004 ","$4,949,761 "
Boise State University,142115,2014,Football Bowl Subdivision,Mountain West Conference,"$52,286,589 ",$0 ,"$5,325,853 ","$859,306 ","$882,431 ","$674,138 ","$4,338,835 ","$15,333,533 ","$9,900,188 ","$7,044,323 ","$7,927,981 ","$52,315,817 ","$4,943,814 ","$5,353,890 ","$12,648,296 ","$763,453 ","$5,454,080 ","$9,646,620 ","$9,595,565 ","$3,910,098 ","$13,505,664 ","$21,822,562 ","$5,598,437 ","$60,958,491 ","$4,768,979 "
Boise State University,142115,2015,Football Bowl Subdivision,Mountain West Conference,"$50,563,597 ",$0 ,"$4,573,340 ","$1,389,174 ","$776,676 ","$678,509 ","$4,736,857 ","$12,976,020 ","$9,322,933 ","$7,590,946 ","$8,519,141 ","$50,140,737 ","$3,974,379 ","$5,173,968 ","$5,040,615 ","$1,877,219 ","$10,801,464 ","$9,065,299 ","$10,198,721 ","$4,009,073 ","$14,207,794 ","$18,799,953 ","$4,526,879 ","$56,080,468 ","$5,348,531 "
Boise State University,142115,2016,Football Bowl Subdivision,Mountain West Conference,"$52,770,974 ",$0 ,"$4,704,286 ","$787,200 ","$1,104,950 ","$812,384 ","$5,395,338 ","$14,082,368 ","$9,098,168 ","$7,757,611 ","$9,028,669 ","$52,625,057 ","$4,084,192 ","$6,275,891 ","$11,641,287 ","$600,632 ","$6,865,287 ","$8,866,248 ","$10,518,746 ","$3,772,773 ","$14,291,519 ","$19,539,833 ","$4,176,931 ","$42,113,930 ","$6,324,802 "
Boise State University,142115,2017,Football Bowl Subdivision,Mountain West Conference,"$50,250,682 ",$0 ,"$2,984,204 ","$792,490 ","$923,050 ","$824,615 ","$5,437,994 ","$13,069,295 ","$9,461,105 ","$8,136,611 ","$8,621,318 ","$50,283,510 ","$3,259,198 ","$5,131,394 ","$11,418,181 ","$604,134 ","$7,767,600 ","$8,157,000 ","$10,437,814 ","$3,508,190 ","$13,946,003 ","$19,215,143 ","$4,511,949 ","$105,423,071 ","$6,030,755 "
Boise State University,142115,2018,Football Bowl Subdivision,Mountain West Conference,"$51,631,543 ",$0 ,"$3,106,524 ","$731,923 ","$801,346 ","$834,944 ","$5,517,917 ","$13,027,763 ","$10,349,761 ","$8,219,460 ","$9,041,905 ","$51,914,751 ","$3,948,257 ","$5,568,642 ","$11,482,860 ","$574,083 ","$8,342,560 ","$7,112,554 ","$11,105,576 ","$3,780,219 ","$14,885,795 ","$19,556,613 ","$5,271,162 ","$46,024,888 ","$4,870,103 "
Boise State University,142115,2019,Football Bowl Subdivision,Mountain West Conference,"$52,738,752 ",$0 ,"$3,229,748 ","$937,087 ","$827,089 ","$1,027,276 ","$5,704,689 ","$12,737,401 ","$10,530,742 ","$8,582,888 ","$9,161,832 ","$53,630,136 ","$2,004,618 ","$5,710,258 ","$13,420,804 ","$838,377 ","$8,295,109 ","$7,437,206 ","$12,106,045 ","$3,817,718 ","$15,923,763 ","$20,694,818 ","$5,298,070 ","$42,488,341 ","$4,389,353 "
Boise State University,142115,2020,Football Bowl Subdivision,Mountain West Conference,"$53,593,213 ",$0 ,"$3,784,159 ","$1,008,879 ","$989,181 ","$584,323 ","$5,230,223 ","$12,641,508 ","$10,832,991 ","$9,357,101 ","$9,164,849 ","$54,319,151 ","$2,890,804 ","$7,160,062 ","$12,870,053 ","$714,878 ","$6,899,307 ","$6,911,306 ","$12,910,741 ","$3,962,001 ","$16,872,742 ","$20,066,643 ","$5,432,340 ","$39,476,249 ","$4,394,560 "
Boise State University,142115,2021,Football Bowl Subdivision,Mountain West Conference,"$40,126,524 ",$0 ,"$1,884,250 ","$957,190 ","$284,250 ","$134,040 ","$2,396,510 ","$8,128,030 ","$9,333,469 ","$7,953,911 ","$9,054,874 ","$39,920,577 ","$743,264 ","$3,784,975 ","$4,741,755 ","$2,500 ","$7,215,789 ","$66,167 ","$19,591,362 ","$3,774,765 ","$23,366,127 ","$14,765,240 ","$4,702,546 ","$36,083,977 ","$3,337,088 "
Bowling Green State University,201441,2005,Football Bowl Subdivision,Mid-American Conference,"$22,771,233 ",$0 ,"$3,873,145 ","$206,751 ","$182,458 ","$436,759 ","$1,890,932 ","$3,404,498 ","$3,870,924 ","$2,797,826 ","$6,107,940 ","$23,323,279 ","$1,943,976 ","$855,197 ","$3,011,436 ","$910,209 ","$1,379,352 ","$1,262,820 ","$2,045,543 ","$11,914,746 ","$13,960,289 ","$5,581,471 ","$1,254,774 ","$603,569 ","$325,736 "
Bowling Green State University,201441,2006,Football Bowl Subdivision,Mid-American Conference,"$23,119,651 ",$0 ,"$3,111,733 ","$218,206 ","$144,047 ","$469,018 ","$1,793,871 ","$4,147,280 ","$3,944,920 ","$2,862,642 ","$6,427,934 ","$23,678,395 ","$1,805,147 ","$798,646 ","$6,114,840 ","$833,375 ","$977,582 ","$1,356,469 ","$200,108 ","$11,592,228 ","$11,792,336 ","$5,058,421 ",,,
Bowling Green State University,201441,2007,Football Bowl Subdivision,Mid-American Conference,"$22,390,356 ",$0 ,"$2,535,739 ","$223,293 ","$266,206 ","$486,034 ","$1,844,451 ","$3,216,067 ","$4,296,817 ","$2,938,408 ","$6,583,340 ","$26,131,392 ","$1,587,135 ","$782,057 ","$6,067,375 ","$1,372,216 ","$1,035,940 ","$1,396,665 ","$2,412,826 ","$11,477,179 ","$13,890,004 ","$5,161,712 ","$1,481,959 ",,
Bowling Green State University,201441,2008,Football Bowl Subdivision,Mid-American Conference,"$22,388,885 ",$0 ,"$2,136,284 ","$160,604 ","$187,525 ","$476,435 ","$2,548,965 ","$2,771,167 ","$4,399,821 ","$2,940,703 ","$6,767,383 ","$24,399,969 ","$1,772,534 ","$1,102,753 ","$3,671,948 ","$1,320,853 ","$1,286,989 ","$1,436,963 ","$2,495,277 ","$11,312,651 ","$13,807,928 ","$5,588,099 ","$1,351,892 ",,
Bowling Green State University,201441,2009,Football Bowl Subdivision,Mid-American Conference,"$22,909,251 ",$0 ,"$2,705,509 ","$140,794 ","$301,236 ","$476,505 ","$2,078,417 ","$2,805,529 ","$4,773,347 ","$3,133,631 ","$6,494,282 ","$22,500,105 ","$1,518,951 ","$613,097 ","$1,262,300 ","$955,494 ","$1,137,153 ","$1,964,314 ","$3,419,173 ","$11,629,623 ","$15,048,796 ","$5,452,309 ","$1,907,304 ",,$0 
