Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries,Athletics Related Debt,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
University of Arizona,104179,2007,Football Bowl Subdivision,Pacific-12 Conference,"$56,544,442 ",$0 ,"$6,142,586 ","$1,038,788 ","$3,060,944 ","$1,178,613 ","$7,069,081 ","$8,666,599 ","$9,716,361 ","$11,016,586 ","$8,654,884 ","$62,101,459 ","$3,584,606 ","$6,510,883 ","$15,838,430 ","$1,683,799 ","$12,024,605 ","$15,588,497 ","$6,870,638 ",$0 ,"$6,870,638 ","$12,103,675 ","$3,399,910 ",,
University of Arizona,104179,2008,Football Bowl Subdivision,Pacific-12 Conference,"$58,159,572 ",$0 ,"$6,655,227 ","$801,631 ","$2,251,375 ","$1,199,826 ","$7,388,970 ","$10,120,394 ","$10,242,299 ","$11,028,648 ","$8,471,202 ","$61,973,135 ","$3,765,561 ","$6,363,127 ","$17,176,825 ","$2,485,690 ","$11,141,151 ","$14,157,352 ","$6,883,428 ",$0 ,"$6,883,428 ","$10,853,720 ","$3,385,292 ","$33,018,483 ","$2,241,213 "
University of Arizona,104179,2009,Football Bowl Subdivision,Pacific-12 Conference,"$67,165,652 ",$0 ,"$8,681,182 ","$908,565 ","$3,842,869 ","$1,254,867 ","$9,308,666 ","$8,566,475 ","$12,587,720 ","$12,085,113 ","$9,930,194 ","$67,412,061 ","$6,591,107 ","$7,376,476 ","$17,692,389 ","$1,805,106 ","$10,881,344 ","$15,992,738 ","$7,072,900 ",$0 ,"$7,072,900 ","$15,867,276 ","$3,825,218 ","$32,264,498 ","$2,328,202 "
University of Arizona,104179,2010,Football Bowl Subdivision,Pacific-12 Conference,"$70,731,449 ",$0 ,"$6,344,208 ","$1,388,854 ","$3,006,115 ","$1,398,794 ","$9,238,081 ","$13,044,613 ","$13,214,249 ","$11,727,319 ","$11,369,217 ","$72,222,402 ","$4,357,218 ","$9,636,745 ","$19,433,130 ","$2,325,632 ","$12,301,971 ","$15,825,959 ","$8,341,746 ",$0 ,"$8,341,746 ","$16,923,445 ","$4,542,162 ","$30,880,232 ","$2,263,606 "
University of Arizona,104179,2011,Football Bowl Subdivision,Pacific-12 Conference,"$70,478,852 ",$0 ,"$5,833,674 ","$1,266,424 ","$3,206,789 ","$1,301,309 ","$9,525,744 ","$12,359,024 ","$13,937,171 ","$11,310,793 ","$11,737,924 ","$71,872,400 ","$4,476,342 ","$7,839,254 ","$17,410,021 ","$1,439,666 ","$15,218,427 ","$16,578,483 ","$8,910,207 ",$0 ,"$8,910,207 ","$22,214,532 ","$5,105,742 ","$29,061,863 ","$2,198,249 "
University of Arizona,104179,2012,Football Bowl Subdivision,Pacific-12 Conference,"$90,643,611 ",$0 ,"$8,185,861 ","$1,268,094 ","$3,093,992 ","$1,318,928 ","$9,398,341 ","$26,324,763 ","$17,693,718 ","$11,805,281 ","$11,554,633 ","$92,085,291 ","$4,856,724 ","$8,393,438 ","$39,983,253 ","$1,990,884 ","$13,295,669 ","$15,001,136 ","$8,564,187 ",$0 ,"$8,564,187 ","$28,467,739 ","$8,374,536 ","$104,395,847 ","$2,149,935 "
University of Arizona,104179,2013,Football Bowl Subdivision,Pacific-12 Conference,"$79,390,384 ",$0 ,"$9,392,543 ","$1,106,102 ","$2,508,621 ","$1,400,651 ","$10,732,939 ","$10,723,821 ","$16,809,285 ","$13,573,017 ","$13,143,405 ","$79,690,226 ","$4,700,167 ","$6,859,219 ","$19,058,995 ","$197,684 ","$22,838,915 ","$17,512,772 ","$8,522,474 ",$0 ,"$8,522,474 ","$24,065,211 ","$6,820,487 ","$101,865,105 ","$6,335,556 "
University of Arizona,104179,2014,Football Bowl Subdivision,Pacific-12 Conference,"$109,337,788 ",$0 ,"$9,747,165 ","$1,098,742 ","$2,169,113 ","$1,581,389 ","$12,601,114 ","$37,858,572 ","$17,474,937 ","$14,443,965 ","$12,362,792 ","$114,358,922 ","$4,505,143 ","$7,220,785 ","$50,666,026 ","$529,004 ","$25,303,617 ","$17,090,649 ","$9,043,698 ",$0 ,"$9,043,698 ","$25,048,551 ","$7,124,452 ","$99,191,689 ","$5,863,492 "
University of Arizona,104179,2015,Football Bowl Subdivision,Pacific-12 Conference,"$92,267,293 ",$0 ,"$9,914,605 ","$1,172,591 ","$1,496,516 ","$1,603,118 ","$10,898,935 ","$18,759,666 ","$19,517,073 ","$14,568,224 ","$14,336,565 ","$99,617,583 ","$5,278,280 ","$9,452,516 ","$25,076,786 ","$460,721 ","$31,037,049 ","$18,062,666 ","$10,249,565 ",$0 ,"$10,249,565 ","$22,470,304 ","$8,804,846 ","$109,992,210 ","$6,909,522 "
University of Arizona,104179,2016,Football Bowl Subdivision,Pacific-12 Conference,"$98,511,153 ",$0 ,"$7,184,391 ","$1,264,918 ","$2,221,368 ","$1,760,870 ","$12,185,746 ","$20,445,730 ","$23,738,309 ","$15,697,004 ","$14,012,817 ","$96,367,869 ","$5,488,597 ","$9,777,554 ","$21,342,941 ","$375,254 ","$31,190,671 ","$17,424,707 ","$10,768,145 ",$0 ,"$10,768,145 ","$25,073,367 ","$9,490,382 ","$105,613 ","$9,150,519 "
University of Arizona,104179,2017,Football Bowl Subdivision,Pacific-12 Conference,"$101,433,692 ",$0 ,"$11,066,679 ","$1,307,830 ","$2,037,984 ","$1,666,729 ","$11,434,102 ","$19,872,862 ","$20,745,443 ","$17,583,514 ","$15,718,547 ","$100,571,206 ","$5,659,400 ","$10,944,204 ","$20,085,693 ","$1,162,284 ","$34,463,981 ","$17,124,451 ","$11,131,192 ",$0 ,"$11,131,192 ","$24,027,045 ","$8,919,559 ","$100,320,534 ","$8,054,727 "
University of Arizona,104179,2018,Football Bowl Subdivision,Pacific-12 Conference,"$111,503,078 ",$0 ,"$11,026,044 ","$1,365,673 ","$1,373,751 ","$1,613,674 ","$12,597,916 ","$21,415,374 ","$22,134,952 ","$25,971,345 ","$14,004,349 ","$103,451,089 ","$5,430,258 ","$9,567,064 ","$25,063,264 ","$576,780 ","$34,506,328 ","$14,857,554 ","$12,227,998 ","$1,221,842 ","$13,449,840 ","$35,071,773 ","$10,330,812 ","$159,102,866 ","$7,864,617 "
University of Arizona,104179,2019,Football Bowl Subdivision,Pacific-12 Conference,"$106,589,219 ",$0 ,"$10,867,475 ","$1,448,862 ","$2,425,377 ","$1,931,622 ","$12,349,469 ","$26,380,045 ","$18,732,832 ","$18,216,998 ","$14,236,539 ","$111,385,830 ","$6,189,815 ","$9,287,897 ","$22,167,535 ","$340,565 ","$34,745,163 ","$15,457,817 ","$21,187,081 ","$2,009,956 ","$23,197,037 ","$23,920,235 ","$6,814,708 ","$152,545,378 ","$12,155,286 "
University of Arizona,104179,2020,Football Bowl Subdivision,Pacific-12 Conference,"$105,833,536 ",$0 ,"$11,007,501 ","$1,330,073 ","$1,756,936 ","$1,544,915 ","$11,454,370 ","$26,084,672 ","$20,412,973 ","$18,578,800 ","$13,663,296 ","$102,409,618 ","$5,703,027 ","$8,764,221 ","$24,597,176 ","$558,982 ","$34,090,241 ","$13,643,455 ","$12,346,630 ","$2,705,885 ","$15,052,515 ","$23,155,760 ","$7,768,383 ","$145,969,890 ","$11,998,318 "
University of Arizona,104179,2021,Football Bowl Subdivision,Pacific-12 Conference,"$93,431,241 ",$0 ,"$7,548,026 ","$792,229 ","$529,000 ","$589,862 ","$5,460,458 ","$14,245,558 ","$33,717,355 ","$16,557,611 ","$13,991,142 ","$101,776,916 ","$4,626,228 ","$6,874,440 ","$13,779,297 ","$41,400 ","$19,317,896 ","$772,925 ","$53,313,313 ","$3,051,417 ","$56,364,730 ","$25,867,931 ","$15,423,024 ","$133,720,000 ","$11,464,225 "
University of Arkansas,106397,2005,Football Bowl Subdivision,Southeastern Conference,"$63,709,634 ",$0 ,"$8,727,266 ","$613,494 ","$2,790,411 ","$1,417,425 ","$7,422,342 ","$13,294,841 ","$10,907,260 ","$11,267,727 ","$7,268,869 ","$65,660,593 ","$5,333,819 ","$3,093,001 ","$4,600,029 ","$764,581 ","$16,622,334 ","$33,262,915 ","$1,983,914 ",$0 ,"$1,983,914 ","$17,308,085 ","$3,618,876 ","$67,163,652 ","$6,923,289 "
University of Arkansas,106397,2006,Football Bowl Subdivision,Southeastern Conference,"$65,509,966 ",$0 ,"$8,699,972 ","$724,459 ","$2,912,715 ","$1,561,182 ","$8,007,394 ","$13,744,185 ","$11,251,134 ","$10,857,381 ","$7,751,544 ","$66,555,686 ","$5,001,798 ","$2,827,330 ","$10,425,647 ","$1,443,331 ","$16,150,480 ","$28,482,936 ","$2,224,164 ",$0 ,"$2,224,164 ","$18,649,956 ","$4,058,899 ","$72,435,578 ","$6,390,416 "
University of Arkansas,106397,2007,Football Bowl Subdivision,Southeastern Conference,"$81,248,120 ",$0 ,"$9,352,995 ","$708,104 ","$2,870,080 ","$1,646,301 ","$10,454,163 ","$22,923,030 ","$12,797,266 ","$12,052,010 ","$8,444,171 ","$85,491,296 ","$7,708,543 ","$3,275,387 ","$15,978,414 ","$21,980 ","$18,714,219 ","$37,627,207 ","$2,165,546 ",$0 ,"$2,165,546 ","$31,677,859 ","$4,598,485 ",,
University of Arkansas,106397,2008,Football Bowl Subdivision,Southeastern Conference,"$81,343,543 ",$0 ,"$9,854,059 ","$688,967 ","$3,704,627 ","$1,690,083 ","$11,537,016 ","$15,833,867 ","$15,378,821 ","$14,276,734 ","$8,379,370 ","$83,284,760 ","$8,126,535 ","$2,869,307 ","$16,069,339 ","$24,301 ","$18,231,780 ","$36,052,442 ","$1,911,055 ",$0 ,"$1,911,055 ","$24,685,138 ","$6,231,490 ","$55,299,627 ","$6,894,066 "
University of Arkansas,106397,2009,Football Bowl Subdivision,Southeastern Conference,"$81,605,035 ",$0 ,"$8,574,478 ","$691,795 ","$3,493,156 ","$1,825,314 ","$10,981,170 ","$16,800,691 ","$15,961,636 ","$15,131,743 ","$8,145,052 ","$83,153,585 ","$6,500,144 ","$5,585,152 ","$9,581,959 ","$572,160 ","$18,715,864 ","$40,324,635 ","$1,873,672 ",$0 ,"$1,873,672 ","$24,417,307 ","$7,034,122 ","$62,482,471 ","$8,554,879 "
University of Arkansas,106397,2010,Football Bowl Subdivision,Southeastern Conference,"$89,225,735 ",$0 ,"$11,432,918 ","$1,169,430 ","$3,365,205 ","$2,072,645 ","$13,002,601 ","$16,618,597 ","$16,010,946 ","$17,037,802 ","$8,515,591 ","$97,018,135 ","$3,018,220 ","$7,906,326 ","$16,309,665 ","$76,119 ","$26,725,233 ","$40,876,287 ","$2,106,284 ",$0 ,"$2,106,284 ","$27,344,978 ","$7,101,503 ","$54,022,710 ","$9,814,574 "
University of Arkansas,106397,2011,Football Bowl Subdivision,Southeastern Conference,"$95,639,716 ",$0 ,"$12,506,277 ","$1,380,331 ","$3,130,042 ","$1,783,533 ","$14,247,827 ","$17,469,564 ","$17,209,570 ","$18,946,546 ","$8,966,026 ","$110,547,246 ","$3,508,994 ","$9,589,197 ","$24,047,037 ","$62,280 ","$27,826,089 ","$43,284,469 ","$2,229,180 ",$0 ,"$2,229,180 ","$28,982,587 ","$8,077,781 ","$77,195,223 ","$8,836,821 "
University of Arkansas,106397,2012,Football Bowl Subdivision,Southeastern Conference,"$97,332,823 ",$0 ,"$14,872,896 ","$1,474,623 ","$4,218,462 ","$1,940,121 ","$12,839,338 ","$15,920,811 ","$17,899,983 ","$18,803,884 ","$9,362,704 ","$117,735,197 ","$3,672,468 ","$11,487,179 ","$27,035,169 ","$15,933 ","$27,621,445 ","$45,602,552 ","$2,300,450 ",$0 ,"$2,300,450 ","$28,708,915 ","$7,461,464 ","$71,101,781 ","$9,019,211 "
University of Arkansas,106397,2013,Football Bowl Subdivision,Southeastern Conference,"$107,165,618 ",$0 ,"$17,082,071 ","$1,411,269 ","$4,175,433 ","$1,734,647 ","$12,351,463 ","$19,904,993 ","$20,867,696 ","$19,790,918 ","$9,847,127 ","$116,051,009 ","$5,164,843 ","$12,870,959 ","$22,607,536 ","$8,142 ","$27,172,212 ","$45,869,049 ","$2,358,268 ",$0 ,"$2,358,268 ","$34,734,703 ","$9,834,083 ","$94,641,247 ","$11,406,868 "
University of Arkansas,106397,2014,Football Bowl Subdivision,Southeastern Conference,"$108,326,124 ",$0 ,"$15,141,710 ","$1,750,045 ","$3,799,035 ","$1,904,646 ","$12,289,439 ","$23,118,859 ","$19,615,943 ","$20,342,019 ","$10,364,428 ","$110,791,110 ","$6,240,506 ","$13,522,297 ","$24,352,854 ","$417,467 ","$24,799,473 ","$39,242,089 ","$2,216,424 ",$0 ,"$2,216,424 ","$32,134,512 ","$8,784,435 ","$82,111,357 ","$14,198,840 "
University of Arkansas,106397,2015,Football Bowl Subdivision,Southeastern Conference,"$111,017,180 ",$0 ,"$16,489,995 ","$1,579,988 ","$3,828,473 ","$1,989,189 ","$13,728,804 ","$21,817,704 ","$20,709,970 ","$20,330,574 ","$10,542,481 ","$130,528,259 ","$4,552,986 ","$13,731,072 ","$27,888,328 ","$358,409 ","$40,985,861 ","$43,011,604 ",$0 ,$0 ,$0 ,"$35,206,794 ","$9,501,571 ","$72,795,666 ","$11,343,118 "
University of Arkansas,106397,2016,Football Bowl Subdivision,Southeastern Conference,"$119,261,147 ",$0 ,"$17,379,451 ","$1,791,397 ","$4,157,349 ","$2,430,010 ","$14,858,930 ","$23,309,246 ","$21,985,255 ","$21,188,461 ","$12,161,047 ","$141,104,590 ","$3,921,482 ","$16,483,679 ","$29,196,721 ","$68,869 ","$49,181,636 ","$42,252,204 ",$0 ,$0 ,$0 ,"$38,654,006 ","$10,243,793 ","$63,766,056 ","$11,212,361 "
University of Arkansas,106397,2017,Football Bowl Subdivision,Southeastern Conference,"$124,809,217 ",$0 ,"$17,179,602 ","$1,720,689 ","$4,019,732 ","$2,365,779 ","$16,178,206 ","$25,224,214 ","$22,658,925 ","$22,387,257 ","$13,074,813 ","$143,357,002 ","$3,678,307 ","$15,504,818 ","$27,534,669 ","$414,548 ","$51,158,898 ","$45,065,763 ",$0 ,$0 ,$0 ,"$41,262,815 ","$10,504,244 ","$181,147,242 ","$12,569,136 "
University of Arkansas,106397,2018,Football Bowl Subdivision,Southeastern Conference,"$137,444,980 ",$0 ,"$20,687,693 ","$1,773,439 ","$5,043,219 ","$2,584,224 ","$14,015,611 ","$26,828,128 ","$24,854,626 ","$28,078,766 ","$13,579,273 ","$140,419,405 ","$4,246,739 ","$17,193,092 ","$26,165,496 ","$4,316 ","$50,761,669 ","$42,048,093 ",$0 ,$0 ,$0 ,"$48,163,187 ","$12,150,661 ","$169,729,362 ","$13,403,923 "
University of Arkansas,106397,2019,Football Bowl Subdivision,Southeastern Conference,"$137,383,964 ",$0 ,"$19,848,570 ","$1,995,245 ","$4,168,142 ","$3,471,216 ","$15,162,582 ","$29,442,072 ","$23,614,365 ","$26,153,286 ","$13,528,486 ","$145,733,209 ","$3,952,309 ","$24,663,827 ","$24,852,819 ","$346,586 ","$48,990,532 ","$42,927,135 ",$0 ,,$0 ,"$45,747,895 ","$10,487,845 ","$156,948,824 ","$15,647,551 "
University of Arkansas,106397,2020,Football Bowl Subdivision,Southeastern Conference,"$129,676,114 ",$0 ,"$15,526,364 ","$1,689,978 ","$5,139,188 ","$2,035,624 ","$11,304,049 ","$30,060,553 ","$23,817,657 ","$26,525,385 ","$13,577,316 ","$129,152,856 ","$3,164,938 ","$16,589,093 ","$19,716,178 ","$2,109,664 ","$49,859,024 ","$36,146,517 ","$1,567,444 ",,"$1,567,444 ","$45,598,666 ","$10,203,783 ","$171,104,733 ","$16,185,152 "
University of Arkansas,106397,2021,Football Bowl Subdivision,Southeastern Conference,"$111,597,676 ",$0 ,"$12,924,509 ","$4,067,897 ","$704,390 ","$383,920 ","$11,825,959 ","$18,476,969 ","$22,495,172 ","$28,581,663 ","$12,137,197 ","$132,396,607 ","$1,999,368 ","$14,918,733 ","$19,786,593 ","$10,000 ","$78,471,827 ","$15,631,609 ","$1,578,477 ",$0 ,"$1,578,477 ","$34,383,743 ","$9,909,013 ","$163,424,063 ","$6,198,331 "
University of California-Berkeley,110635,2005,Football Bowl Subdivision,Pacific-12 Conference,"$71,837,226 ",$0 ,"$13,895,711 ","$1,557,182 ","$3,369,563 ","$927,692 ","$7,756,469 ","$6,252,216 ","$13,747,663 ","$13,170,582 ","$11,160,146 ","$60,893,043 ","$6,007,012 ","$5,749,706 ","$13,190,432 ","$1,783,476 ","$13,100,947 ","$13,867,654 ","$4,542,642 ","$2,651,174 ","$7,193,815 ",,"$4,992,663 ",,
University of California-Berkeley,110635,2006,Football Bowl Subdivision,Pacific-12 Conference,"$72,211,552 ",$0 ,"$13,498,451 ","$1,428,248 ","$2,256,577 ","$918,188 ","$7,793,445 ","$6,882,127 ","$14,311,931 ","$13,828,546 ","$11,294,038 ","$65,116,734 ","$6,032,489 ","$5,883,478 ","$16,450,511 ","$3,039,802 ","$13,410,651 ","$12,761,106 ","$4,892,912 ","$2,645,786 ","$7,538,698 ","$16,923,015 ","$4,613,435 ","$4,258,276 ","$317,220 "
University of California-Berkeley,110635,2007,Football Bowl Subdivision,Pacific-12 Conference,"$79,492,659 ",$0 ,"$14,734,138 ","$1,165,683 ","$4,103,816 ","$1,006,793 ","$9,526,775 ","$7,263,880 ","$16,441,785 ","$14,211,031 ","$11,038,758 ","$79,492,659 ","$6,932,961 ","$6,140,535 ","$18,867,346 ","$1,568,584 ","$15,030,472 ","$18,163,419 ","$10,083,528 ","$2,705,813 ","$12,789,341 ",,"$6,365,348 ",,
University of California-Berkeley,110635,2008,Football Bowl Subdivision,Pacific-12 Conference,"$80,902,818 ",$0 ,"$15,489,534 ","$1,718,954 ","$2,305,745 ","$932,433 ","$8,841,798 ","$8,200,515 ","$16,556,126 ","$15,535,000 ","$11,322,711 ","$80,966,689 ","$10,190,936 ","$8,021,869 ","$17,486,597 ","$2,596,847 ","$13,807,756 ","$19,484,608 ","$6,556,689 ","$2,821,387 ","$9,378,076 ","$19,341,459 ","$5,253,962 ","$3,763,079 ","$298,277 "
University of California-Berkeley,110635,2009,Football Bowl Subdivision,Pacific-12 Conference,"$91,872,355 ",$0 ,"$16,226,333 ","$1,417,127 ","$4,083,978 ","$1,058,210 ","$10,989,969 ","$8,526,606 ","$18,554,956 ","$18,438,868 ","$12,576,307 ","$89,865,164 ","$11,375,920 ","$8,088,915 ","$19,725,394 ","$1,231,999 ","$14,393,062 ","$19,796,434 ","$11,232,057 ","$4,021,384 ","$15,253,441 ","$24,170,138 ","$6,521,185 ",,$302 
University of California-Berkeley,110635,2010,Football Bowl Subdivision,Pacific-12 Conference,"$86,173,757 ",$0 ,"$14,804,352 ","$1,952,962 ","$2,308,436 ","$1,250,159 ","$9,739,725 ","$7,396,657 ","$17,992,149 ","$16,896,783 ","$13,832,535 ","$86,173,781 ","$14,894,521 ","$8,657,371 ","$12,714,653 ","$2,902,459 ","$14,143,384 ","$17,826,419 ","$12,367,716 ","$2,667,259 ","$15,034,975 ","$21,631,789 ","$5,841,543 ",,$292 
University of California-Berkeley,110635,2011,Football Bowl Subdivision,Pacific-12 Conference,"$75,493,879 ",$0 ,"$11,171,895 ","$1,409,283 ","$3,662,981 ","$1,137,851 ","$9,559,387 ","$4,433,214 ","$17,455,527 ","$15,944,128 ","$10,719,614 ","$78,594,183 ","$13,261,255 ","$10,158,065 ","$9,789,921 ","$1,246,410 ","$12,264,433 ","$19,218,366 ","$9,935,794 ","$2,719,940 ","$12,655,734 ","$19,293,727 ","$5,693,741 ",,"$10,867 "
University of California-Berkeley,110635,2012,Football Bowl Subdivision,Pacific-12 Conference,"$80,937,156 ",$0 ,"$14,406,373 ","$1,644,101 ","$2,043,162 ","$1,095,599 ","$9,377,925 ","$4,506,211 ","$18,627,928 ","$17,371,298 ","$11,864,559 ","$84,011,664 ","$13,758,020 ","$8,502,313 ","$15,316,775 ","$4,037,402 ","$18,032,147 ","$13,131,597 ","$8,345,905 ","$2,887,506 ","$11,233,411 ","$24,364,192 ","$6,311,472 ","$475,697 ","$12,838 "
University of California-Berkeley,110635,2013,Football Bowl Subdivision,Pacific-12 Conference,"$104,832,820 ",$0 ,"$29,809,682 ","$1,431,666 ","$1,612,589 ","$1,061,287 ","$10,710,335 ","$6,565,316 ","$20,962,295 ","$21,047,273 ","$11,632,376 ","$109,905,417 ","$20,455,070 ","$8,110,148 ","$30,316,388 ","$330,859 ","$24,959,684 ","$16,931,244 ","$7,119,444 ","$1,682,579 ","$8,802,023 ","$30,532,292 ","$8,003,628 ","$498,150,897 ","$28,241,904 "
University of California-Berkeley,110635,2014,Football Bowl Subdivision,Pacific-12 Conference,"$103,138,322 ",$0 ,"$27,999,807 ","$1,636,235 ","$1,736,547 ","$1,307,809 ","$11,125,324 ","$8,755,363 ","$16,790,310 ","$22,495,519 ","$11,291,408 ","$103,314,728 ","$18,612,662 ","$10,837,790 ","$25,974,813 ","$50,134 ","$25,860,693 ","$16,276,003 ","$4,049,391 ","$1,653,241 ","$5,702,633 ","$35,643,724 ","$5,162,478 ","$509,373,245 ","$26,738,032 "
University of California-Berkeley,110635,2015,Football Bowl Subdivision,Pacific-12 Conference,"$107,484,540 ",$0 ,"$8,682,262 ","$1,809,486 ","$1,652,092 ","$1,446,652 ","$11,335,957 ","$30,680,496 ","$18,784,149 ","$22,019,508 ","$11,073,939 ","$97,793,609 ","$13,373,698 ","$10,915,321 ","$25,806,605 ","$4,360,547 ","$29,379,971 ","$12,525,293 ",$0 ,"$1,432,173 ","$1,432,173 ","$35,844,421 ","$5,840,538 ","$500,675,487 ","$26,536,007 "
University of California-Berkeley,110635,2016,Football Bowl Subdivision,Pacific-12 Conference,"$116,718,841 ",$0 ,"$7,879,562 ","$3,013,573 ","$1,968,921 ","$1,476,544 ","$13,909,884 ","$30,491,072 ","$22,589,398 ","$22,201,274 ","$13,188,614 ","$92,186,914 ","$14,680,476 ","$9,923,053 ","$22,325,986 ","$374,831 ","$32,373,821 ","$12,069,155 ",$0 ,"$439,593 ","$439,593 ","$36,784,163 ","$7,343,837 ","$494,437,743 ","$27,505,232 "
University of California-Berkeley,110635,2017,Football Bowl Subdivision,Pacific-12 Conference,"$118,239,759 ",$0 ,"$10,214,468 ","$2,737,228 ","$1,877,929 ","$1,290,532 ","$12,190,090 ","$30,497,090 ","$21,678,937 ","$23,792,854 ","$13,960,632 ","$100,571,005 ","$12,172,543 ","$14,202,464 ","$22,705,585 ","$2,397,576 ","$34,186,814 ","$14,906,024 ",$0 ,$0 ,$0 ,"$41,103,813 ","$6,967,291 ","$484,370,586 ","$20,872,417 "
University of California-Berkeley,110635,2018,Football Bowl Subdivision,Pacific-12 Conference,"$119,304,089 ",$0 ,"$9,039,020 ","$2,555,069 ","$2,017,154 ","$1,507,978 ","$11,785,819 ","$34,460,725 ","$20,184,225 ","$23,695,389 ","$14,058,711 ","$98,465,389 ","$9,151,875 ","$23,190,699 ","$19,540,368 ","$249,823 ","$34,971,516 ","$11,361,108 ",$0 ,$0 ,$0 ,"$42,699,569 ","$6,767,832 ","$472,666,510 ","$20,579,769 "
University of California-Berkeley,110635,2019,Football Bowl Subdivision,Pacific-12 Conference,"$113,066,130 ",$0 ,"$10,789,415 ","$2,815,361 ","$1,474,506 ","$1,875,328 ","$13,713,706 ","$22,381,237 ","$23,099,431 ","$24,188,165 ","$12,728,981 ","$92,741,610 ","$7,868,327 ","$18,231,361 ","$16,218,430 ","$413,359 ","$37,894,610 ","$12,115,523 ",$0 ,$0 ,$0 ,"$38,422,583 ","$9,122,242 ","$464,832,758 ","$9,996,568 "
University of California-Berkeley,110635,2020,Football Bowl Subdivision,Pacific-12 Conference,"$106,613,354 ",$0 ,"$10,028,478 ","$2,515,340 ","$1,162,930 ","$1,491,853 ","$11,486,672 ","$20,284,149 ","$22,192,994 ","$26,032,215 ","$11,418,722 ","$109,979,530 ","$10,520,662 ","$18,748,592 ","$13,936,096 ","$406,752 ","$36,410,314 ","$8,934,345 ","$20,557,520 ","$465,250 ","$21,022,770 ","$32,690,559 ","$8,725,533 ","$459,299,461 ","$9,744,174 "
University of California-Berkeley,110635,2021,Football Bowl Subdivision,Pacific-12 Conference,"$88,539,090 ",$0 ,"$6,922,065 ","$2,723,819 ","$200,188 ","$364,684 ","$5,443,355 ","$16,590,007 ","$21,973,516 ","$23,522,724 ","$10,798,732 ","$91,997,368 ","$31,371,144 ","$9,202,835 ","$12,163,867 ",$0 ,"$21,072,253 ","$121,832 ","$17,621,063 ","$444,374 ","$18,065,437 ","$24,188,678 ","$8,860,768 ","$436,465,458 ","$8,813,820 "
University of California-Los Angeles,110662,2005,Football Bowl Subdivision,Pacific-12 Conference,"$63,840,369 ",$0 ,"$10,060,859 ","$549,442 ","$4,717,896 ","$748,453 ","$9,555,642 ","$6,962,778 ","$10,017,257 ","$11,315,247 ","$9,912,796 ","$63,843,775 ","$5,590,588 ","$7,737,636 ","$9,359,892 ","$1,905,153 ","$15,321,608 ","$20,411,090 ","$291,378 ","$3,226,429 ","$3,517,807 ","$18,342,859 ","$2,788,786 ","$7,631,329 ","$535,581 "
University of California-Los Angeles,110662,2006,Football Bowl Subdivision,Pacific-12 Conference,"$69,962,975 ",$0 ,"$12,363,560 ","$511,722 ","$2,642,174 ","$830,641 ","$11,966,609 ","$8,937,814 ","$10,834,002 ","$11,611,452 ","$10,265,002 ","$69,985,715 ","$7,950,398 ","$9,927,949 ","$10,021,814 ","$4,206,755 ","$15,667,937 ","$18,678,242 ","$282,272 ","$3,250,350 ","$3,532,622 ","$18,089,841 ","$3,271,575 ",,"$53,466 "
University of California-Los Angeles,110662,2007,Football Bowl Subdivision,Pacific-12 Conference,"$80,123,889 ",$0 ,"$15,078,395 ","$466,955 ","$5,198,823 ","$838,351 ","$12,856,791 ","$10,572,645 ","$11,717,084 ","$12,702,942 ","$10,691,903 ","$80,123,889 ","$12,056,579 ","$9,664,644 ","$11,311,693 ","$1,831,648 ","$16,267,632 ","$25,431,029 ","$274,443 ","$3,286,221 ","$3,560,664 ","$22,138,505 ","$3,531,125 ","$6,804,883 ","$487,555 "
University of California-Los Angeles,110662,2008,Football Bowl Subdivision,Pacific-12 Conference,"$83,175,703 ",$0 ,"$14,420,329 ","$598,526 ","$2,969,490 ","$876,549 ","$12,426,156 ","$12,284,484 ","$12,293,799 ","$16,270,550 ","$11,035,820 ","$83,175,703 ","$10,016,511 ","$9,747,298 ","$10,514,517 ","$4,514,465 ","$16,592,689 ","$28,194,856 ","$264,297 ","$3,331,071 ","$3,595,368 ","$21,333,495 ","$3,832,128 ","$6,418,630 ","$471,818 "
University of California-Los Angeles,110662,2009,Football Bowl Subdivision,Pacific-12 Conference,"$83,585,658 ",$0 ,"$12,700,898 ","$575,325 ","$6,017,722 ","$1,096,810 ","$11,587,855 ","$11,463,720 ","$13,811,469 ","$14,506,552 ","$11,825,308 ","$83,585,658 ","$8,434,775 ","$11,593,938 ","$12,638,094 ","$1,836,630 ","$14,088,659 ","$31,572,127 ","$265,240 ","$3,156,195 ","$3,421,435 ","$23,227,596 ","$4,190,060 ","$6,302,597 ","$473,011 "
