FBSConference,Year,Unnamed: 0,IPEDSID,TotalExpenses,ExcessTransfersBack,OtherExpenses,Medical,CompetitionGuarantees,Recruiting,GameExpensesandTravel,FacilitiesandEquipment,CoachesCompensation,SupportandAdminCompensationw/Severance,AthleticStudentAid,TotalRevenues,OtherRevenue,"CorporateSponsorship,Advertising,Licensing",DonorContributions,CompetitionGuarantees.1,"NCAA/ConferenceDistributions,MediaRights,andPost-SeasonFootball",TicketSales,Institutional/GovernmentSupport,StudentFees,TotalInstitutional/GovernmentSupportandStudentFees,TotalFootballSpending,TotalFootballCoachingSalaries,AthleticsRelatedDebt,"AnnualDebtService,LeasesandRentalFeesonAthleticFacilities",Rev/Exp,RevMinExp
Conference USA,2020,929.0769230769231,187532.0,36000497.692307696,0.0,3113711.230769231,715334.1538461539,714225.2307692308,469921.53846153844,4434864.230769231,7137070.384615385,6942890.307692308,5356105.307692308,7116375.230769231,36699507.0,1333843.0,1534019.6923076923,3827075.6923076925,1482193.5384615385,2791800.5384615385,1972548.076923077,11387836.083333334,14350025.333333334,23758026.153846152,11289048.76923077,3097825.923076923,29788840.692307692,2417596.846153846,1.019416656782544,699009.3076923043
Conference USA,2021,930.0769230769231,187532.0,31783827.692307692,0.0,2125517.923076923,1013986.5384615385,351677.8461538461,111592.76923076923,2901143.769230769,6751465.615384615,6653881.230769231,4933412.0,6941150.0,33416667.076923076,997787.7692307692,1071486.3076923077,3778032.6153846155,731979.8461538461,2880086.3076923075,645350.2307692308,10685973.0,12625971.0,23311944.0,9611630.923076924,2998344.230769231,27093688.53846154,4137874.230769231,1.0513732770144157,1632839.384615384
Independent,2005,952.0,164155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent,2006,944.5,180595.5,31197523.0,0.0,4799279.0,0.0,1096963.0,1281966.0,5299933.0,2762609.0,7752561.0,8204213.0,0.0,32791829.0,4404959.0,2457058.0,2484813.0,5083841.0,2488027.0,5021546.0,10534081.0,317504.0,10851585.0,8838849.0,0.0,,,1.05110360844994,1594306.0
Independent,2007,945.5,180595.5,30684542.0,0.0,5539016.0,0.0,641543.0,1005247.0,5747201.0,3095074.0,7274351.0,7382108.0,0.0,32206402.0,4284422.0,683299.0,2492346.0,4558370.0,2958855.0,4994334.0,11839390.0,395386.0,12234776.0,8392396.0,2454783.0,0.0,0.0,1.0495969599285528,1521860.0
Independent,2008,946.5,180595.5,31323732.0,0.0,5304858.0,0.0,1500139.0,1342285.0,4302221.0,3048319.0,7569216.0,8256694.0,0.0,36999272.0,5998632.0,1233136.0,4494039.0,3930467.0,2936957.0,5211292.0,12776849.0,417901.0,13194749.0,8397896.0,2791463.0,,,1.1811897764927883,5675540.0
Independent,2009,947.5,180595.5,32798922.0,0.0,6427265.0,0.0,862735.0,1380958.0,4894320.0,6706205.0,7764253.0,4763186.0,0.0,35495542.0,5601343.0,1187570.0,3527079.0,3771454.0,3309986.0,4382980.0,13105564.0,609566.0,13715130.0,8240267.0,2839203.0,8393084.0,0.0,1.0822167265131457,2696620.0
Independent,2010,948.5,180595.5,32041877.0,0.0,5277085.0,0.0,1591916.0,1493578.0,4799998.0,5813729.0,7392007.0,5673564.0,0.0,36862855.0,5916026.0,2276117.0,3716571.0,3367623.0,3641244.0,4806407.0,12494049.0,644819.0,13138868.0,7990703.0,2536184.0,9563495.0,0.0,1.1504586638292134,4820978.0
Independent,2011,949.5,180595.5,33031715.0,0.0,5003019.0,0.0,845896.0,1526503.0,4918295.0,6522592.0,7844833.0,6370577.0,0.0,41369683.0,6476701.0,2730680.0,3356198.0,6127168.0,3825571.0,4686819.0,13569072.0,597473.0,14166546.0,7903964.0,2933217.0,10738835.0,0.0,1.2524231030692776,8337968.0
Independent,2012,950.5,180595.5,31041685.0,0.0,5041011.0,0.0,896019.0,1389716.0,4808422.0,5580743.0,7770696.0,5555078.0,0.0,37175286.0,6189777.0,2699177.0,3043466.0,5187680.0,3094594.0,3786903.0,12556410.0,617280.0,13173690.0,6702275.0,2656089.0,10581619.0,0.0,1.1975923987373753,6133601.0
Independent,2013,951.5,180595.5,32450886.0,0.0,5637818.0,0.0,1239073.0,1258577.0,5729380.0,5393904.0,7940404.0,5251731.0,0.0,43373893.0,7322182.0,3129971.0,4187924.0,4259549.0,3229252.0,8217679.0,12460211.0,567125.0,13027335.0,7621303.0,2773246.0,,,1.3366011948025087,10923007.0
Independent,2014,813.6666666666666,183073.66666666666,35508907.0,0.0,5354893.5,306663.5,1019636.0,1076078.0,5271329.5,6653278.5,7164683.5,4885708.5,3776636.0,38018711.0,3338115.0,2839380.5,3794218.5,3627550.0,2501769.0,3032519.0,16573734.5,2311424.0,18885158.5,9070280.0,2735111.0,4421046.5,818394.5,1.0706809702703606,2509804.0
Independent,2015,945.0,197036.0,42541439.0,0.0,6734189.0,0.0,977480.0,2079019.0,6950994.0,8761545.0,9924537.0,7113674.0,0.0,47104442.0,7555733.0,3731107.0,6781898.0,4569576.0,3284949.0,7124360.0,13522903.0,533917.0,14056819.0,10615947.0,3951206.0,0.0,0.0,1.1072601939957885,4563003.0
Independent,2016,1158.5,181832.5,45975568.5,0.0,3982360.0,232437.5,1169906.5,1729127.0,6633763.0,9973735.0,8839586.5,7572995.0,5841659.0,48853274.0,3950308.5,2570364.5,3983074.0,3487505.5,3996127.5,3816747.0,21834651.5,5214496.0,27049147.5,10801335.5,2816447.0,35332707.0,2570587.5,1.0625920590845983,2877705.5
Independent,2017,1159.5,181832.5,52548936.0,0.0,2975996.0,439608.0,1694671.0,1147712.0,5851853.0,12462417.0,7420456.0,7448727.0,13107495.0,53121801.0,1492677.0,160791.0,2521606.0,3324120.0,2930116.0,1514168.0,31039489.0,10138834.0,41178324.0,11560297.0,1567816.0,67318975.0,5031081.0,1.0109015527926197,572865.0
Independent,2018,1160.5,181832.5,50111922.0,0.0,2590483.0,459584.0,1480905.0,1175962.0,5846108.0,11840304.0,7031049.0,6578965.0,13108563.0,51885171.0,977921.0,581333.0,2626154.0,2401003.0,3416049.0,1390173.0,30349682.0,10142855.0,40492537.0,10815215.0,1673268.0,62118033.0,4916036.0,1.0353857710745957,1773249.0
Independent,2019,1161.5,181832.5,51346858.0,0.0,2718106.0,453493.0,1638598.0,1175110.0,5758966.0,12184929.0,7435296.0,6896123.0,13086238.0,52423477.0,866038.0,795476.0,2705320.0,2524670.0,2651830.0,1616633.0,30897919.0,10365591.0,41263510.0,10967300.0,2078766.0,59211639.0,4840834.0,1.0209675731278436,1076619.0
Independent,2020,1162.5,181832.5,51175950.0,0.0,3930029.0,445730.0,1404523.0,868219.0,5063382.0,12369851.0,8002980.0,6559408.0,12531829.0,51704173.0,397260.0,401547.0,3131127.0,3205851.0,1744394.0,1418836.0,30795026.0,10610132.0,41405158.0,10675075.0,2078611.0,57382589.0,4401069.0,1.0103217038472172,528223.0
Independent,2021,1160.6666666666667,164228.33333333334,51553293.0,0.0,3059634.5,739740.0,52500.0,234122.0,3219731.0,9213901.0,13263191.5,9202169.0,12568304.0,50579241.5,247725.5,3393136.5,2616406.0,236000.0,2809482.0,54176.5,34339781.5,6882533.5,41222315.0,9215508.5,2763143.0,41400084.5,2803321.0,0.9811059305173774,-974051.5
Mid-American Conference,2005,684.8571428571429,185487.35714285713,23480080.64285714,0.0,3298880.6428571427,304432.0714285714,233706.0,480771.9285714286,2159289.3571428573,3383287.1428571427,4073100.5714285714,3325135.0,6221477.928571428,24092538.85714286,1468766.5714285714,705778.2142857143,1714973.7142857143,867569.5,1481147.9285714286,1215954.0714285714,6895284.071428572,9743065.07142857,16638349.142857144,5722837.0,1429662.923076923,51249994.14285714,1067084.0,1.026084161447377,612458.2142857164
Mid-American Conference,2006,677.0769230769231,187902.61538461538,24073420.416666668,0.0,3298199.4166666665,232364.5,196785.83333333334,504430.8333333333,2041726.5833333333,3698233.9166666665,4192014.8333333335,3268321.8333333335,6641342.333333333,24292970.916666668,1785713.6666666667,703250.3333333334,1539156.25,816187.1666666666,1238510.3333333333,1130108.1666666667,8619560.916666666,8460484.166666666,17080045.166666668,5629708.2727272725,1243552.6363636365,18644404.166666668,1089046.875,1.00912003762656,219550.5
Mid-American Conference,2007,678.0769230769231,187902.61538461538,25581998.583333332,0.0,3164856.8333333335,281990.4166666667,367766.5833333333,537651.0,2285843.5833333335,4101398.5833333335,4418708.666666667,3436537.4166666665,6987245.583333333,26285250.666666668,1456869.0833333333,759566.9166666666,1683682.75,1258758.3333333333,1435497.1666666667,1229661.5,8358262.666666667,10102952.666666666,18461215.166666668,6186832.8,1471976.111111111,25337381.5,1585498.0,1.0274901150135902,703252.0833333358
Mid-American Conference,2008,679.0769230769231,187902.61538461538,26129466.666666668,0.0,2653373.4166666665,352809.6666666667,457200.25,543182.9166666666,2488306.0833333335,4259263.583333333,4583453.333333333,3748234.0,7043643.666666667,26580541.833333332,1391610.25,800404.25,2337294.8333333335,1277135.6666666667,1330261.8333333333,1283368.5833333333,9239967.416666666,8920498.916666666,18160466.25,6496168.636363637,1410384.6363636365,24668703.42857143,1782923.875,1.017263083568487,451075.1666666642
Mid-American Conference,2009,680.0769230769231,187902.61538461538,27512532.583333332,0.0,2548765.75,425940.1666666667,479737.6666666667,548996.0,2640172.1666666665,4463576.083333333,5095345.333333333,4306316.666666667,7003682.916666667,27291118.5,1367088.9166666667,768223.75,1483198.6666666667,1170643.0,1359229.25,1317774.5,11040322.25,8784638.083333334,19824960.416666668,6939279.25,1713276.8333333333,27639649.75,1888493.6666666667,0.9919522463930688,-221414.0833333321
Mid-American Conference,2010,681.0769230769231,187902.61538461538,26768905.916666668,0.0,3052646.5,410679.8333333333,622708.0,511852.9166666667,2475744.1666666665,4161575.0,4824086.5,3297900.0,7411712.666666667,28440664.166666668,1312398.0,869807.0833333334,1748441.0833333333,1251502.0833333333,1444539.25,1498785.5,9664309.916666666,10650881.166666666,20315191.166666668,7002829.833333333,1711007.0909090908,31843048.375,2006316.4444444445,1.0624514970915993,1671758.25
Mid-American Conference,2011,682.0769230769231,187902.61538461538,27902264.0,0.0,2962737.1666666665,367632.3333333333,568586.75,502386.4166666667,2512068.8333333335,4274663.5,5170899.75,3945022.5833333335,7598266.583333333,28770483.083333332,1377760.4166666667,848327.1666666666,1560531.1666666667,1387008.8333333333,1630584.0,1165062.0833333333,9810531.333333334,10990678.25,20801209.416666668,7239041.416666667,1773774.0909090908,29741128.09090909,1898943.5833333333,1.0311164385561449,868219.0833333321
Mid-American Conference,2012,678.5,185532.91666666666,29096485.333333332,0.0,3022675.9166666665,429054.75,614334.4166666666,493610.0,2821456.9166666665,4487321.166666667,5473009.0,4016120.8333333335,7738902.666666667,29872033.833333332,1439430.25,902337.4166666666,1585382.8333333333,1364473.6666666667,1876638.6666666667,1460899.4166666667,9926967.583333334,11315904.333333334,21242872.0,7579665.583333333,1877854.25,24952383.1,2028715.9,1.0266543704889168,775548.5
Mid-American Conference,2013,732.4615384615385,184078.76923076922,31062452.153846152,0.0,3135365.846153846,469113.76923076925,630671.6923076923,550283.0,3202171.6923076925,4922243.461538462,5534228.230769231,4498673.923076923,8119701.076923077,31123971.615384616,1393270.3846153845,846948.6153846154,1428096.2307692308,1489144.8461538462,2403190.153846154,1511988.6153846155,10902934.384615384,11148398.461538462,22051332.846153848,7919691.923076923,1822555.2307692308,24136330.0,1754650.923076923,1.0019805088546703,61519.46153846383
Mid-American Conference,2014,733.4615384615385,184078.76923076922,32359593.0,0.0,3319496.153846154,569439.8461538461,533360.0,531476.6153846154,3413229.5384615385,5279284.769230769,5668379.923076923,4690614.615384615,8354311.769230769,32112810.615384616,1407804.6923076923,811734.6923076923,1587448.6923076923,1790422.3076923077,2088766.1538461538,1377412.2307692308,13615065.076923076,9434156.307692308,23049221.46153846,7958506.307692308,1860219.0,27654818.230769232,1745323.3846153845,0.9923737488102714,-246782.38461538404
Mid-American Conference,2015,734.4615384615385,184078.76923076922,34230499.384615384,0.0,3041859.846153846,504824.07692307694,802629.8461538461,594051.0769230769,3534698.5384615385,6299067.076923077,6259034.461538462,4683689.0,8510645.307692308,33724542.23076923,1439008.923076923,796581.3846153846,1933058.8461538462,1326918.923076923,2890932.6153846155,1359758.3846153845,14457368.461538462,9520914.846153846,23978283.230769232,8328825.615384615,2042496.7692307692,24597720.615384616,1665785.1538461538,0.9852191126935895,-505957.1538461521
Mid-American Conference,2016,682.5,185532.91666666666,35050001.25,0.0,3270169.0,667426.1666666666,766603.4166666666,576874.0833333334,3943636.0,6011857.833333333,6303913.75,4641695.5,8867825.583333334,34269736.916666664,1619784.5833333333,936541.0833333334,2079966.3333333333,1601136.9166666667,3371770.6666666665,1562055.1666666667,13321097.666666666,9777384.333333334,23098482.083333332,9248163.0,2177077.4166666665,20002683.916666668,1558354.0,0.9777385362195006,-780264.3333333358
Mid-American Conference,2017,683.5,185532.91666666666,35018142.833333336,0.0,3236456.3333333335,601448.25,829930.0,621806.0,3915196.25,5747297.833333333,6322568.75,4707097.916666667,9036341.333333334,35531904.416666664,1280386.5833333333,988124.3333333334,2085144.5,1448951.3333333333,4472321.833333333,1358529.0,14260759.25,9637687.833333334,23898446.916666668,9609935.416666666,2169276.75,19144611.25,1571791.5833333333,1.014671297269491,513761.58333332837
Mid-American Conference,2018,684.5,185532.91666666666,35269375.666666664,0.0,3373601.5,603767.9166666666,695124.5,640542.0,3668109.8333333335,5766066.416666667,6721916.083333333,4906331.583333333,8893916.0,35443402.083333336,1179842.4166666667,978413.8333333334,2197635.9166666665,1731026.25,3908960.9166666665,1265178.0833333333,16384687.666666666,7797656.833333333,24182344.5,9406711.25,2388347.0833333335,20078015.083333332,1685425.3333333333,1.004934207464045,174026.41666667163
Mid-American Conference,2019,685.5,185532.91666666666,35803643.5,0.0,3725217.5833333335,499471.0833333333,759028.5833333334,683915.5833333334,3834506.4166666665,5538715.666666667,6812638.166666667,5345523.666666667,8604626.833333334,36093933.083333336,1291451.1666666667,1202433.4166666667,2953036.4166666665,2045555.6666666667,3637839.8333333335,1309514.4166666667,15882632.0,13322520.285714285,23654102.083333332,9844361.333333334,2515537.9166666665,26473164.125,2464251.875,1.0081078224157085,290289.5833333358
Mid-American Conference,2020,686.5,185532.91666666666,32691451.75,0.0,2520514.0,569872.25,640571.5,423321.5,3360387.25,4915131.75,6758473.5,5217190.583333333,8285989.25,35527128.25,891206.0833333334,944669.75,1819799.5833333333,2161294.5,2904912.5833333335,1287791.9166666667,18112045.75,12694985.714285715,25517454.083333332,8931445.5,2491128.5,17796560.875,2210029.625,1.0867406110222682,2835676.5
Mid-American Conference,2021,687.5,185532.91666666666,25837791.583333332,0.0,1390154.4166666667,673438.75,19358.333333333332,99063.66666666667,1462963.4166666667,4189588.5833333335,6108476.333333333,4366724.0,7528024.083333333,25462818.5,518127.75,492185.0833333333,1288525.5833333333,91403.75,2972973.5,41850.5,14134363.75,5923388.583333333,20057752.333333332,6415997.0,2325023.75,10814128.916666666,1301202.5,0.985487417447271,-374973.0833333321
Mountain West Conference,2005,1185.142857142857,174187.42857142858,29782825.42857143,0.0,4488104.142857143,449959.5714285714,667686.8571428572,606351.5714285715,4129904.0,3048138.285714286,6356510.571428572,5128782.428571428,4907388.142857143,31667328.85714286,2422905.4285714286,1692792.5714285714,3657262.0,725100.2857142857,5711413.0,5514754.428571428,8965706.142857144,2977394.5714285714,11943100.857142856,7114309.0,2263989.0,6177370.8,657652.8,1.0632748371403198,1884503.428571429
Mountain West Conference,2006,1186.142857142857,174187.42857142858,35260073.571428575,0.0,5691796.0,582837.4285714285,504728.14285714284,800872.4285714285,4525490.285714285,5509907.428571428,6960024.142857143,5972331.714285715,4712085.285714285,34647759.14285714,2810968.8571428573,2262518.285714286,4436555.571428572,547803.7142857143,3754971.8571428573,5959821.0,11534300.57142857,3340819.5714285714,14875120.285714285,7702129.285714285,2569183.8571428573,5667089.166666667,553531.5,0.9826343405855059,-612314.4285714328
Mountain West Conference,2007,1187.142857142857,174187.42857142858,35171713.85714286,0.0,6198998.714285715,464869.4285714286,812353.1428571428,732773.0,4339891.571428572,4259214.285714285,7261985.142857143,6213001.428571428,4888627.285714285,35453239.571428575,3164378.4285714286,2720480.1428571427,3868619.1428571427,585804.1428571428,3938012.285714286,6191339.285714285,11797212.42857143,3187393.285714286,14984605.57142857,8043917.0,2671508.285714286,5845574.166666667,6091727.166666667,1.00800432175211,281525.7142857164
Mountain West Conference,2008,1188.142857142857,174187.42857142858,38430995.85714286,0.0,7152361.857142857,485197.28571428574,941518.4285714285,736245.7142857143,4571767.285714285,4901962.285714285,7743828.571428572,6660542.571428572,5237571.428571428,38266240.71428572,3056420.1428571427,3266212.8571428573,4256633.142857143,369538.71428571426,3950521.4285714286,6331779.428571428,13690454.285714285,3344681.0,17035135.57142857,8869713.42857143,2818268.1428571427,24045666.714285713,941540.5714285715,0.9957129619157001,-164755.1428571418
Mountain West Conference,2009,1189.142857142857,174187.42857142858,41407295.428571425,0.0,6731696.0,492931.14285714284,864222.5714285715,885122.1428571428,5283402.285714285,5461156.571428572,8403814.0,7470306.857142857,5814643.428571428,41004790.71428572,2945120.8571428573,3795098.285714286,4815011.857142857,641295.8571428572,4979535.142857143,6131468.857142857,14295085.57142857,3402174.1428571427,17697260.0,10336283.57142857,3277532.8571428573,22631239.85714286,1241140.5714285714,0.9902793768557031,-402504.71428570896
Mountain West Conference,2010,1190.142857142857,174187.42857142858,43991809.85714286,0.0,5815109.285714285,484138.5714285714,1004065.0,832066.7142857143,4702532.285714285,7338928.857142857,8220216.428571428,9433746.857142856,6161005.571428572,43624512.28571428,2779879.4285714286,3998104.8571428573,4078207.4285714286,615595.2857142857,4410657.0,5923517.285714285,17443539.0,4375012.0,21818550.57142857,10213845.714285715,3098417.8571428573,27820028.0,1225231.4285714286,0.991650773800366,-367297.5714285746
Mountain West Conference,2011,1191.142857142857,174187.42857142858,45959160.14285714,0.0,6064620.142857143,526414.4285714285,897738.1428571428,806962.5714285715,4617859.0,8526719.714285715,8596670.857142856,9657106.714285715,6265067.857142857,48168054.0,2828608.1428571427,4218132.0,6228098.428571428,939994.8571428572,4981134.571428572,6554402.714285715,17878753.85714286,4538929.571428572,22417683.14285714,10596675.285714285,3149762.4285714286,20259119.57142857,1830767.142857143,1.0480621023159875,2208893.857142858
Mountain West Conference,2012,959.0,161523.2857142857,48725474.85714286,0.0,5713002.571428572,503853.85714285716,1081829.2857142857,784084.1428571428,4761596.142857143,10609759.142857144,9038482.0,9738279.857142856,6494587.857142857,48742021.85714286,3595842.714285714,4521325.857142857,5505815.142857143,1041230.7142857143,4751372.571428572,6387293.0,18871215.714285713,4067926.1428571427,22939141.85714286,12383784.285714285,3550201.0,25479788.714285713,1459558.857142857,1.0003395964851756,16547.0
Mountain West Conference,2013,954.9,156508.3,46438567.4,0.0,5440637.9,523927.0,1196769.6,757335.9,5027277.5,9037385.1,8851913.4,8742633.0,6860687.8,45606561.2,2727654.7,3925504.9,6596307.0,1081221.8,4210464.0,6268154.7,16814472.2,3982782.3,20797254.2,11091105.3,3538484.9,27320032.2,1799920.7,0.9820837237972161,-832006.1999999955
Mountain West Conference,2014,1007.75,159880.5,43344836.916666664,0.0,5329597.166666667,598676.25,1007848.4166666666,755457.6666666666,4904156.75,7626928.333333333,8738400.333333334,7511973.916666667,6871798.0,43949877.416666664,2597569.8333333335,3073456.9166666665,6908177.666666667,989997.0833333334,4515407.416666667,5968825.5,15351669.5,4544773.583333333,19896443.166666668,11400960.166666666,3609414.75,24149931.75,1983882.1666666667,1.0139587674805013,605040.5
Mountain West Conference,2015,1008.75,159880.5,45058995.75,0.0,5663268.416666667,799850.0833333334,1090894.25,786413.8333333334,5122746.583333333,7487718.083333333,9014846.25,7798469.833333333,7294788.25,44987852.0,2575101.0,3117431.25,6241307.333333333,1324979.9166666667,5721980.416666667,5493158.5,15804688.5,4709205.166666667,20513893.5,11614033.833333334,3629312.8333333335,45053510.166666664,1794329.75,0.9984210977449491,-71143.75
Mountain West Conference,2016,1009.75,159880.5,46817410.18181818,0.0,5817628.090909091,786809.6363636364,1213873.4545454546,807351.1818181818,5690083.090909091,7665792.636363637,8695738.363636363,7360118.0,8780016.0,46431485.36363637,2635417.909090909,3409579.727272727,7443923.7272727275,1311260.0909090908,5846665.181818182,5479994.545454546,15158105.545454545,5146538.545454546,20304644.181818184,12726065.090909092,3434455.090909091,49524424.54545455,3120202.0,0.9917568097704882,-385924.81818181276
Mountain West Conference,2017,1010.75,159880.5,47772864.916666664,0.0,5344171.25,828331.4166666666,1243961.3333333333,885865.1666666666,5498477.083333333,7705634.333333333,9267624.75,8855937.833333334,8142861.833333333,48908759.583333336,3056071.0833333335,3707780.5833333335,8016868.0,1072857.8333333333,6107526.916666667,4945845.5,17243245.25,4758564.333333333,22001809.333333332,13181214.166666666,3616718.75,46533510.416666664,2863771.0833333335,1.023776984458606,1135894.6666666716
Mountain West Conference,2018,1011.75,159880.5,49981052.416666664,0.0,5819615.333333333,784707.25,1168789.0833333333,915837.5,5849863.666666667,8312657.916666667,9668971.25,9232986.166666666,8227624.0,50188216.083333336,3015302.5833333335,4101693.5833333335,7154524.5,1547614.8333333333,5851881.25,5261804.416666667,18490745.916666668,4764649.0,23255395.0,14239484.916666666,3821744.9166666665,41011262.083333336,2621325.9166666665,1.0041448440288863,207163.66666667163
Mountain West Conference,2019,1012.75,159880.5,50511840.416666664,0.0,5598550.333333333,837050.25,1146716.6666666667,961965.5833333334,5778773.916666667,8606031.916666666,9951212.583333334,9229322.5,9154714.818181818,50897669.916666664,2893876.8333333335,4262351.0,7610287.25,1245305.0833333333,5650356.0,5394799.916666667,19060603.916666668,4780089.583333333,23840693.583333332,14906716.0,3989478.3333333335,42562240.36363637,3185951.9,1.007638397191972,385829.5
Mountain West Conference,2020,1013.75,159880.5,50391821.75,0.0,5128460.0,739865.25,1208704.4166666667,668999.8333333334,5235435.916666667,9160697.666666666,10238038.333333334,9959421.333333334,8784216.727272727,50113017.583333336,2275438.25,4052170.1666666665,7045444.083333333,1235691.0,4657154.416666667,5205230.833333333,20757129.083333332,4884759.916666667,25641889.0,15033745.833333334,4404343.916666667,40665260.54545455,3115800.9,0.9944672735181148,-278804.1666666642
Mountain West Conference,2021,1014.75,159880.5,42338467.333333336,0.0,3344469.5833333335,754690.5,192951.91666666666,183400.33333333334,2906527.75,8563670.166666666,9644209.583333334,8953069.25,7795478.25,42955581.333333336,1291961.6666666667,2111749.3333333335,5471239.0,121696.25,5150891.25,104960.75,24249267.5,4453815.583333333,28703083.083333332,12032263.166666666,4136485.8333333335,32728710.25,2762844.5833333335,1.0145757283829249,617114.0
Pacific-12 Conference,2005,1122.0,165325.875,56854225.0,0.0,10296193.5,1075231.625,2976435.375,960319.25,6949301.75,6178764.125,9363003.25,10170210.625,8884765.375,55448482.625,4475064.125,4192962.75,12821743.625,1820584.5,11911706.625,13448062.75,5394385.875,1383972.375,6778358.0,14040346.57142857,3392710.0,26580613.4,1933910.4,0.9752746189926957,-1405742.375
Pacific-12 Conference,2006,1123.0,165325.875,62778814.25,0.0,10720026.75,934991.875,2872697.875,1072652.375,7193065.375,10346435.5,10063952.625,10405489.75,9169502.375,63217720.75,5533042.625,4644082.625,14267855.0,2250984.375,12235792.5,14841176.25,8059340.125,1385447.625,9444787.75,14993654.625,3657199.5,26317053.166666668,1776868.857142857,1.0069913155455943,438906.5
Pacific-12 Conference,2007,1124.0,165325.875,66569308.375,0.0,11240269.75,888620.75,3230546.25,1069484.0,8399363.625,9842199.625,11037994.625,11399607.875,9461221.75,68811526.625,6786656.25,5459516.875,15906743.25,1863738.125,12712302.25,16487460.0,8425752.5,1169357.375,9595109.875,16585150.57142857,4174399.125,7976493.5,897213.5,1.033682462755495,2242218.25
Pacific-12 Conference,2008,1125.0,165325.875,68133871.125,0.0,11758909.875,1049802.625,2904493.125,1056175.875,8820099.0,9758795.125,11431677.25,11660883.625,9693034.875,69904122.125,5903013.0,5503872.0,16235314.25,2387955.0,13534290.125,18510823.125,6694863.125,1133991.25,7828854.5,17774498.375,4140291.25,67449420.0,2631853.0,1.0259819524528742,1770251.0
Pacific-12 Conference,2009,1126.0,165325.875,72405099.125,0.0,12263702.875,1003397.625,3369899.0,1097297.25,9061513.25,9917393.0,12793257.375,12418076.25,10480561.875,70588118.875,5492256.375,6118202.125,15878673.25,1804751.375,13670818.0,19160976.625,6936290.625,1526150.5,8462441.25,19318649.25,4614655.0,75890411.57142857,2672956.625,0.974905355120595,-1816980.25
Pacific-12 Conference,2010,1127.0,165325.875,73978777.5,0.0,11153071.0,1157880.125,3130660.125,1105944.25,8314698.0,11953505.875,13175742.0,12930984.375,11056291.875,81897841.75,6735875.375,8393120.25,24547893.625,2569499.625,13239977.375,17534207.875,7254587.5,1622680.125,8877267.625,18827898.125,4770535.625,72070748.57142857,4375892.5,1.1070450812734773,7919064.25
Pacific-12 Conference,2011,1128.0,165325.875,72826604.375,0.0,10201124.125,1064391.125,3148385.0,1118323.375,8247267.375,10881234.0,14165951.125,13067413.875,10932514.875,74955923.25,7566453.875,8665229.375,16273074.625,1995720.0,13591377.75,17147479.0,8191037.5,1525551.25,9716588.75,19445190.25,5353670.875,69269505.14285715,4893873.25,1.0292382006997838,2129318.875
Pacific-12 Conference,2012,1188.5,167998.5,76714128.9,0.0,10588148.9,1124132.7,2562832.0,1238796.7,8295860.5,13778339.9,14552640.8,13495517.1,11077860.0,77587162.0,6257830.9,8313550.8,19893039.4,2221873.2,14525653.7,15888657.9,8383417.4,2103138.9,10486556.1,22168394.7,6121042.7,69002520.2,5054026.7,1.0113803430022392,873033.099999994
Pacific-12 Conference,2013,1189.5,167998.5,82730622.6,0.0,13265538.8,1138290.8,1801787.8,1322833.4,9372138.2,12941676.1,15794556.5,15344791.6,11749009.0,85000426.9,7404642.7,7023193.7,21393423.1,378077.8,23158631.1,17565576.5,6129859.9,1947022.2,8076881.9,22963387.3,6837096.4,168244308.0,8523870.9,1.0274360838667254,2269804.300000012
Pacific-12 Conference,2014,1190.5,167998.5,91463722.9,0.0,13870729.9,1205114.6,1713299.3,1346234.8,9926164.4,18819028.7,16531874.1,16180569.9,11870707.3,101419151.2,7772072.4,8134330.2,32484228.5,575808.1,25840308.9,17932359.7,6744873.9,1935169.2,8680043.4,26020659.8,7080082.2,171411438.4,9191077.7,1.1088456492295264,9955428.299999997
Pacific-12 Conference,2015,1191.5,167998.5,94632049.3,0.0,11866082.1,1277757.7,1630819.9,1464298.8,10278264.1,21251684.9,17708551.1,16975405.2,12179185.8,92895124.5,7459914.6,9140661.6,18362879.7,1090786.5,30633734.8,17948180.7,5229927.0,3029039.9,8258966.8,27165946.0,7632604.0,192603671.0,10291864.3,0.9816454910059736,-1736924.799999997
Pacific-12 Conference,2016,1192.5,167998.5,101671846.4,0.0,11816608.0,1382654.6,1862589.4,1526373.3,11540543.1,23304590.8,19145239.1,17616224.9,13477023.5,97958338.4,8811250.6,11223158.8,17855104.3,866301.8,33911737.0,17257540.4,5072042.3,2961203.3,8033245.7,28963068.0,8055171.8,185490183.0,12063933.1,0.963475552658007,-3713508.0
Pacific-12 Conference,2017,1193.5,167998.5,107438736.0,0.0,13127704.7,1431550.9,1734375.0,1594638.2,11806657.3,24866033.7,19813864.8,19432658.4,13631253.2,108661839.1,8337940.9,12354847.1,23355630.4,964253.1,37263133.6,18311008.4,5265971.4,2809054.5,8075025.6,29718286.8,8469568.4,195647633.8,11502322.3,1.0113841910798353,1223103.099999994
