,SurveyYear,InstitutionName,UGratioBG,MaleUndergraduates,FemaleUndergraduates,RevenuesMensTeam,RevenuesWomensTeam,ExpensesMensTeam,ExpensesWomensTeam,OperatingExpensesperTeamMensTeam,OperatingExpensesperTeamWomensTeam
175,2003,Carlow University,0.05365853658536585,55.0,1025.0,,17850.0,,84163.0,0.0,18384.0
176,2003,Carnegie Mellon University,1.5234186383389667,3155.0,2071.0,196767.0,156001.0,162567.0,143632.0,73641.0,64507.0
177,2003,Carroll College,0.7178770949720671,514.0,716.0,316591.0,309115.0,305541.0,306120.0,56816.0,56636.0
178,2003,Carroll College,0.5051094890510949,692.0,1370.0,45709.0,47785.0,45709.0,47785.0,20598.0,14787.0
179,2003,Carson-Newman College,0.8364197530864198,813.0,972.0,6671.0,5505.0,251209.0,235208.0,29900.0,28798.0
180,2003,Carthage College,0.8195348837209302,881.0,1075.0,146868.0,85115.0,192106.0,94175.0,23000.0,23000.0
181,2003,Case Western Reserve University,1.547271329746349,2013.0,1301.0,119179.0,135008.0,97694.0,134907.0,55600.0,67832.0
182,2003,Casper College,0.6729508196721311,821.0,1220.0,191210.0,157096.0,191210.0,157096.0,34415.0,26253.0
183,2003,Castleton State College,0.729918509895227,627.0,859.0,28070.0,30406.0,33670.0,36031.0,27670.0,30031.0
184,2003,Catawba College,0.8470744680851063,637.0,752.0,60075.0,55408.0,341316.0,327795.0,35725.0,38558.0
185,2003,Catawba Valley Community College,0.6637726913970008,841.0,1267.0,9018.0,,9018.0,,9010.0,0.0
186,2003,Catholic University of America,0.8348148148148148,1127.0,1350.0,12000.0,10000.0,28000.0,20500.0,16750.0,16750.0
187,2003,Cayuga County Community College,0.8119148936170213,954.0,1175.0,21175.0,18025.0,31175.0,28025.0,21175.0,18025.0
188,2003,Cazenovia College,0.34338358458961477,205.0,597.0,44382.0,37187.0,36482.0,28387.0,36382.0,28187.0
189,2003,Cecil Community College,0.7581120943952803,257.0,339.0,553.0,553.0,11764.0,7572.0,2285.0,2280.0
190,2003,Cedarville University,0.859395532194481,1308.0,1522.0,251351.0,198907.0,276909.0,221883.0,40599.0,44090.0
191,2003,Centenary College,0.5294117647058824,495.0,935.0,38269.0,50556.0,35534.0,49546.0,22532.0,16511.0
192,2003,Centenary College of Louisiana,0.6845360824742268,332.0,485.0,738354.0,695680.0,738354.0,695680.0,172682.0,160766.0
193,2003,Central Arizona College,0.8187845303867404,741.0,905.0,66229.0,102253.0,64660.0,102802.0,12844.0,30535.0
194,2003,Central Baptist College,1.2402597402597402,191.0,154.0,71492.0,50550.0,63422.0,51810.0,16900.0,15950.0
195,2003,Central Carolina Community College,0.7386253630203291,763.0,1033.0,17500.0,,17500.0,,14450.0,0.0
196,2003,Central Christian College of Kansas,0.8867924528301887,141.0,159.0,24129.0,23261.0,23193.0,22325.0,15618.0,13080.0
197,2003,Central Christian College of the Bible,1.4056603773584906,149.0,106.0,3962.0,2360.0,10829.0,6827.0,7829.0,3827.0
198,2003,Central College,0.7973621103117506,665.0,834.0,41767.0,37249.0,71658.0,69006.0,24258.0,19920.0
199,2003,Central Community College,0.7115689381933439,898.0,1262.0,2156.0,,39744.0,,12505.0,0.0
200,2003,Central Connecticut State University,0.9732246798603027,3344.0,3436.0,130052.0,32366.0,865828.0,684107.0,128305.0,121445.0
201,2003,Central Florida Community College,0.6625258799171843,960.0,1449.0,212565.0,217065.0,212565.0,217065.0,24350.0,25250.0
202,2003,Central Lakes College-Brainerd,0.9838056680161943,972.0,988.0,29165.0,29520.0,29166.0,29520.0,19360.0,17675.0
203,2003,Central Methodist University-College of Liberal Arts & Sciences,0.6656934306569343,456.0,685.0,22952.0,23398.0,72213.0,61929.0,20763.0,21209.0
204,2003,Central Michigan University,0.6996519144704128,7035.0,10055.0,871447.0,622107.0,871447.0,622107.0,134221.0,92647.0
205,2003,Central Missouri State University,0.8693941778127459,3315.0,3813.0,518957.0,349828.0,518957.0,349828.0,87735.0,35604.0
206,2003,Central Pennsylvania College,0.49455337690631807,227.0,459.0,11700.0,11700.0,5747.0,12940.0,1047.0,9140.0
207,2003,Central Washington University,0.9293119698397738,3944.0,4244.0,59407.0,10144.0,166054.0,142065.0,69128.0,78696.0
208,2003,Centralia College,0.8661417322834646,660.0,762.0,33159.0,36812.0,32961.0,31845.0,23995.0,21972.0
209,2003,Centre College,0.9253187613843351,508.0,549.0,7268.0,1935.0,53057.0,41361.0,38652.0,30019.0
210,2003,Cerro Coso Community College,0.58125,372.0,640.0,,51666.0,,51666.0,0.0,32388.0
211,2003,Chabot College,0.8154332129963899,1807.0,2216.0,4400.0,3800.0,3200.0,3200.0,5100.0,5060.0
212,2003,Chadron State College,0.7443237907206318,754.0,1013.0,78369.0,49841.0,183242.0,121256.0,24613.0,20841.0
213,2003,Chaminade University of Honolulu,0.47973713033953996,438.0,913.0,106321.0,,70233.0,,62480.0,0.0
214,2003,Chandler/Gilbert Community College,0.9981834695731153,1099.0,1101.0,31372.0,43694.0,28372.0,37694.0,13576.0,15274.0
215,2003,Chapman University,0.738272921108742,1385.0,1876.0,61700.0,72400.0,75600.0,85000.0,21000.0,18000.0
