Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Academic Spending (University-Wide)
Morgan State University,163453,2021,Football Championship Subdivision,,"$11,473,003 ",$0 ,"$524,598 ","$336,275 ","$5,500 ","$7,629 ","$658,885 ","$1,035,404 ","$2,613,781 ","$2,098,459 ","$4,192,472 ","$7,053,953 ","$65,950 ","$268,852 ","$262,050 ","$15,000 ","$130,275 ","$26,000 ","$200,050 ","$6,085,776 ","$6,285,826 ",
Murray State University,157401,2005,Football Championship Subdivision,,"$12,574,377 ",$0 ,"$1,433,533 ","$151,021 ","$101,873 ","$254,341 ","$893,436 ","$2,720,667 ","$2,250,207 ","$1,526,438 ","$3,242,861 ","$12,441,017 ","$1,133,635 ","$525,319 ","$862,357 ","$361,586 ","$541,150 ","$839,282 ","$6,870,304 ","$1,307,384 ","$8,177,688 ","$153,413,646 "
Murray State University,157401,2006,Football Championship Subdivision,,"$13,865,972 ",$0 ,"$1,541,977 ","$124,935 ","$72,703 ","$191,937 ","$956,444 ","$3,269,824 ","$2,610,732 ","$1,777,774 ","$3,319,647 ","$13,896,619 ","$718,846 ","$608,127 ","$857,977 ","$447,779 ","$461,773 ","$791,764 ","$7,843,012 ","$2,167,342 ","$10,010,353 ","$156,020,159 "
Murray State University,157401,2007,Football Championship Subdivision,,"$14,134,681 ",$0 ,"$1,430,498 ","$167,856 ","$25,095 ","$198,586 ","$903,699 ","$3,704,138 ","$2,433,427 ","$1,785,724 ","$3,485,658 ","$14,264,905 ","$493,289 ","$563,897 ","$804,270 ","$434,535 ","$357,512 ","$817,332 ","$8,243,583 ","$2,550,487 ","$10,794,070 ","$159,820,491 "
Murray State University,157401,2008,Football Championship Subdivision,,"$14,389,260 ",$0 ,"$1,306,262 ","$76,943 ","$43,535 ","$208,714 ","$865,988 ","$3,883,097 ","$2,466,888 ","$1,845,454 ","$3,692,380 ","$14,619,081 ","$444,306 ","$584,143 ","$772,423 ","$497,670 ","$455,574 ","$806,507 ","$8,180,333 ","$2,878,124 ","$11,058,457 ","$159,990,213 "
Murray State University,157401,2009,Football Championship Subdivision,,"$15,310,099 ",$0 ,"$1,344,199 ","$155,333 ","$47,853 ","$200,862 ","$998,333 ","$4,222,585 ","$2,459,820 ","$1,840,385 ","$4,040,729 ","$15,296,899 ","$290,311 ","$544,834 ","$678,819 ","$547,391 ","$392,939 ","$950,403 ","$8,877,505 ","$3,014,698 ","$11,892,203 ","$164,271,882 "
Murray State University,157401,2010,Football Championship Subdivision,,"$16,238,124 ",$0 ,"$1,402,784 ","$184,399 ","$58,546 ","$226,384 ","$1,204,438 ","$4,049,056 ","$2,699,550 ","$2,134,022 ","$4,278,945 ","$16,481,140 ","$486,037 ","$575,895 ","$697,328 ","$560,882 ","$613,244 ","$846,358 ","$9,620,357 ","$3,081,039 ","$12,701,396 ","$170,855,752 "
Murray State University,157401,2011,Football Championship Subdivision,,"$16,056,243 ",$0 ,"$1,917,612 ","$146,506 ","$39,439 ","$208,850 ","$998,280 ","$3,822,822 ","$2,779,120 ","$1,896,054 ","$4,247,560 ","$16,358,847 ","$594,899 ","$640,803 ","$1,130,864 ","$608,462 ","$502,596 ","$1,075,034 ","$8,674,529 ","$3,131,661 ","$11,806,190 ","$168,404,465 "
Murray State University,157401,2012,Football Championship Subdivision,,"$17,052,982 ",$0 ,"$1,795,325 ","$138,908 ","$71,227 ","$211,107 ","$1,244,259 ","$4,270,288 ","$2,895,412 ","$1,959,431 ","$4,467,026 ","$17,155,701 ","$530,277 ","$615,181 ","$929,335 ","$852,823 ","$855,845 ","$1,208,839 ","$8,946,163 ","$3,217,238 ","$12,163,401 ","$171,240,257 "
Murray State University,157401,2013,Football Championship Subdivision,,"$17,573,043 ",$0 ,"$2,117,137 ","$149,301 ","$120,988 ","$232,054 ","$1,132,677 ","$4,484,321 ","$2,918,554 ","$1,999,283 ","$4,418,730 ","$17,878,209 ","$619,192 ","$621,812 ","$1,064,294 ","$842,139 ","$585,862 ","$1,434,649 ","$9,416,060 ","$3,294,201 ","$12,710,261 ","$168,551,154 "
Murray State University,157401,2014,Football Championship Subdivision,,"$17,940,276 ",$0 ,"$2,220,853 ","$208,833 ","$260,681 ","$236,735 ","$1,178,638 ","$4,375,184 ","$2,984,112 ","$2,065,717 ","$4,409,524 ","$19,707,632 ","$708,395 ","$763,934 ","$2,280,023 ","$883,637 ","$892,115 ","$1,317,753 ","$9,525,436 ","$3,336,338 ","$12,861,774 ","$173,094,781 "
Murray State University,157401,2015,Football Championship Subdivision,,"$17,308,548 ",$0 ,"$1,497,683 ","$144,498 ","$223,062 ","$238,569 ","$1,296,497 ","$4,080,471 ","$3,048,555 ","$2,007,042 ","$4,772,171 ","$18,023,653 ","$679,645 ","$750,767 ","$1,305,802 ","$1,070,083 ","$933,153 ","$1,258,562 ","$8,519,138 ","$3,506,503 ","$12,025,641 ","$179,149,040 "
Murray State University,157401,2016,Football Championship Subdivision,,"$18,251,020 ",$0 ,"$1,842,726 ","$208,467 ","$232,264 ","$261,517 ","$1,296,334 ","$4,205,368 ","$3,243,381 ","$2,128,769 ","$4,832,194 ","$18,266,106 ","$593,916 ","$703,170 ","$1,271,139 ","$1,044,558 ","$749,470 ","$1,251,930 ","$8,917,465 ","$3,734,458 ","$12,651,923 ","$182,724,226 "
Murray State University,157401,2017,Football Championship Subdivision,,"$17,694,546 ",$0 ,"$1,473,787 ","$248,620 ","$72,529 ","$236,355 ","$1,263,997 ","$4,003,309 ","$3,051,125 ","$2,057,917 ","$5,286,907 ","$17,277,641 ","$742,908 ","$697,679 ","$946,751 ","$727,946 ","$779,602 ","$1,027,131 ","$8,632,199 ","$3,723,426 ","$12,355,625 ","$185,354,599 "
Murray State University,157401,2018,Football Championship Subdivision,,"$17,379,398 ",$0 ,"$938,405 ","$104,742 ","$147,901 ","$277,295 ","$1,212,159 ","$4,371,938 ","$3,127,426 ","$1,873,677 ","$5,325,856 ","$18,158,171 ","$829,213 ","$766,059 ","$958,270 ","$709,834 ","$806,902 ","$1,256,224 ","$9,251,938 ","$3,579,731 ","$12,831,670 ","$161,656,596 "
Murray State University,157401,2019,Football Championship Subdivision,,"$19,197,526 ",$0 ,"$2,030,571 ","$163,054 ","$121,266 ","$277,168 ","$1,316,035 ","$4,144,500 ","$3,169,528 ","$2,031,374 ","$5,944,030 ","$19,410,415 ","$762,190 ","$871,147 ","$1,130,173 ","$801,487 ","$868,047 ","$1,514,243 ","$10,012,269 ","$3,450,860 ","$13,463,129 ","$143,121,333 "
Murray State University,157401,2020,Football Championship Subdivision,,"$18,676,709 ",$0 ,"$1,273,345 ","$251,884 ","$215,654 ","$168,843 ","$1,230,674 ","$3,922,250 ","$3,454,428 ","$2,283,628 ","$5,876,002 ","$19,073,613 ","$982,373 ","$941,590 ","$1,084,591 ","$1,033,892 ","$620,946 ","$1,318,911 ","$9,757,643 ","$3,333,668 ","$13,091,311 ","$154,698,257 "
Murray State University,157401,2021,Football Championship Subdivision,,"$14,909,130 ",$0 ,"-$393,010 ","$197,232 ","$6,500 ","$26,405 ","$887,235 ","$3,483,289 ","$3,221,847 ","$1,996,576 ","$5,483,056 ","$15,705,642 ","$1,372,236 ","$655,176 ","$1,462,130 ","$357,500 ","$775,339 ","$448,738 ","$7,344,778 ","$3,289,745 ","$10,634,523 ",
New Jersey Institute of Technology,185828,2005,Division II,,,,,,,,,,,,,,,,,,,,,,,"$259,846,760 "
New Jersey Institute of Technology,185828,2006,No Football Subdivision,,,,,,,,,,,,,,,,,,,,,,,"$256,657,909 "
New Jersey Institute of Technology,185828,2007,No Football Subdivision,,,,,,,,,,,,,,,,,,,,,,,"$263,967,235 "
New Jersey Institute of Technology,185828,2008,No Football Subdivision,,,,,,,,,,,,,,,,,,,,,,,"$265,323,494 "
New Jersey Institute of Technology,185828,2009,No Football Subdivision,,"$11,902,841 ",$0 ,"$709,592 ","$150,403 ",$0 ,"$161,191 ","$1,027,221 ","$3,646,825 ","$1,899,511 ","$1,184,826 ","$3,123,272 ","$12,408,245 ","$161,090 ",$0 ,"$619,303 ","$171,774 ",$0 ,"$8,707 ","$9,637,965 ","$1,809,406 ","$11,447,371 ","$273,823,220 "
New Jersey Institute of Technology,185828,2010,No Football Subdivision,,"$12,734,254 ",$0 ,"$629,393 ","$284,941 ",$0 ,"$120,834 ","$1,266,042 ","$3,510,856 ","$2,006,263 ","$1,300,524 ","$3,615,400 ","$13,609,166 ","$172,094 ",$0 ,"$389,415 ","$314,394 ","$80,146 ","$8,911 ","$10,369,696 ","$2,274,509 ","$12,644,205 ","$281,238,765 "
New Jersey Institute of Technology,185828,2011,No Football Subdivision,,"$12,063,924 ",$0 ,"$498,204 ","$419,738 ","$3,198 ","$127,308 ","$1,165,874 ","$3,245,863 ","$1,998,564 ","$1,209,837 ","$3,395,339 ","$12,939,065 ","$169,585 ","$7,475 ","$417,409 ","$258,997 ","$111,539 ","$7,005 ","$9,697,529 ","$2,269,527 ","$11,967,056 ","$287,332,381 "
New Jersey Institute of Technology,185828,2012,No Football Subdivision,,"$12,636,180 ",$0 ,"$686,581 ","$464,218 ","$4,131 ","$144,038 ","$1,277,830 ","$3,369,182 ","$1,932,153 ","$1,402,702 ","$3,355,344 ","$13,295,290 ","$173,116 ","$11,512 ","$368,927 ","$358,195 ","$214,952 ","$11,017 ","$9,836,462 ","$2,321,108 ","$12,157,571 ","$303,586,498 "
New Jersey Institute of Technology,185828,2013,No Football Subdivision,,"$13,653,102 ",$0 ,"$797,754 ","$528,669 ","$9,596 ","$109,641 ","$1,224,441 ","$3,502,967 ","$2,141,416 ","$1,296,186 ","$4,042,432 ","$15,679,606 ","$182,100 ","$1,067 ","$1,429,375 ","$398,969 ","$408,396 ","$12,223 ","$10,672,190 ","$2,575,287 ","$13,247,477 ","$323,420,981 "
New Jersey Institute of Technology,185828,2014,No Football Subdivision,,"$14,287,408 ",$0 ,"$697,590 ","$472,218 ","$14,021 ","$120,344 ","$1,143,209 ","$3,714,598 ","$2,298,291 ","$1,583,646 ","$4,243,491 ","$15,036,408 ","$247,695 ",$935 ,"$259,655 ","$339,662 ","$560,032 ","$8,491 ","$11,006,421 ","$2,613,516 ","$13,619,937 ","$341,958,369 "
New Jersey Institute of Technology,185828,2015,No Football Subdivision,,"$15,603,213 ",$0 ,"$858,423 ","$395,614 ","$13,719 ","$158,300 ","$1,181,498 ","$4,314,475 ","$2,622,270 ","$1,633,347 ","$4,425,567 ","$16,570,834 ","$190,482 ",$0 ,"$294,406 ","$451,584 ","$466,182 ","$29,125 ","$12,148,142 ","$2,990,912 ","$15,139,054 ","$341,610,356 "
New Jersey Institute of Technology,185828,2016,No Football Subdivision,,"$17,889,741 ",$0 ,"$1,179,575 ","$290,022 ","$10,387 ","$186,234 ","$1,507,056 ","$4,985,145 ","$2,872,518 ","$2,052,705 ","$4,806,099 ","$18,582,611 ","$193,885 ","$25,318 ","$352,427 ","$445,958 ","$530,787 ","$50,963 ","$13,817,914 ","$3,165,359 ","$16,983,273 ","$381,026,636 "
New Jersey Institute of Technology,185828,2017,No Football Subdivision,,"$17,091,000 ",$0 ,"$1,023,095 ","$292,593 ","$12,287 ","$235,362 ","$1,465,252 ","$4,158,121 ","$2,964,593 ","$1,961,390 ","$4,978,306 ","$18,044,854 ","$215,233 ","$55,822 ","$279,879 ","$388,017 ","$1,231,805 ","$28,273 ","$12,741,106 ","$3,104,719 ","$15,845,825 ","$401,440,217 "
New Jersey Institute of Technology,185828,2018,No Football Subdivision,,"$18,851,304 ",$0 ,"$1,120,949 ","$307,993 ","$7,014 ","$177,504 ","$1,673,753 ","$5,256,275 ","$2,978,431 ","$2,085,726 ","$5,243,660 ","$19,087,680 ","$195,924 ","$64,161 ","$507,146 ","$350,708 ","$632,280 ","$48,821 ","$14,220,261 ","$3,068,379 ","$17,288,640 ","$437,388,281 "
New Jersey Institute of Technology,185828,2019,No Football Subdivision,,"$18,289,969 ",$0 ,"$1,103,732 ","$380,673 ",,"$202,065 ","$1,550,119 ","$5,022,140 ","$2,947,356 ","$2,017,658 ","$5,066,226 ","$18,627,399 ","$223,879 ","$69,666 ","$311,239 ","$270,273 ","$835,162 ","$46,632 ","$13,810,651 ","$3,059,895 ","$16,870,547 ","$430,032,230 "
New Jersey Institute of Technology,185828,2020,No Football Subdivision,,"$17,438,966 ",$0 ,"$975,760 ","$401,182 ","$5,244 ","$172,646 ","$1,249,157 ","$4,701,592 ","$3,092,504 ","$2,126,352 ","$4,714,530 ","$17,789,474 ","$293,599 ","$45,757 ","$176,951 ","$380,577 ","$452,864 ","$42,746 ","$13,308,545 ","$3,088,435 ","$16,396,979 ","$417,025,567 "
New Jersey Institute of Technology,185828,2021,No Football Subdivision,,"$16,103,499 ",$0 ,"$759,265 ","$591,942 ",$0 ,"$28,156 ","$648,944 ","$4,427,929 ","$3,009,522 ","$2,111,673 ","$4,526,068 ","$16,509,645 ","$225,562 ","$28,488 ","$94,694 ","$75,000 ","$679,288 ",$0 ,"$12,548,806 ","$2,857,807 ","$15,406,613 ",
New Mexico State University,188030,2005,Football Bowl Subdivision,Western Athletic Conference,"$17,542,392 ",$0 ,"$3,428,844 ","$651,638 ","$416,807 ","$319,520 ","$2,445,050 ","$1,426,842 ","$3,770,841 ","$2,346,240 ","$2,736,611 ","$17,838,879 ","$567,893 ","$987,056 ","$1,955,875 ","$1,194,650 ","$501,593 ","$1,427,859 ","$8,739,187 ","$2,464,765 ","$11,203,953 ","$422,590,373 "
New Mexico State University,188030,2006,Football Bowl Subdivision,Western Athletic Conference,"$22,641,926 ",$0 ,"$5,811,769 ","$813,496 ","$241,365 ","$482,334 ","$3,230,261 ","$1,719,557 ","$4,376,642 ","$2,738,183 ","$3,228,318 ","$24,934,056 ","$428,962 ","$991,658 ","$1,955,828 ","$585,379 ","$1,011,213 ","$2,639,131 ","$14,908,547 ","$2,413,338 ","$17,321,885 ","$449,215,456 "
New Mexico State University,188030,2007,Football Bowl Subdivision,Western Athletic Conference,"$28,480,926 ",$0 ,"$6,901,212 ","$647,948 ","$721,683 ","$592,166 ","$4,313,080 ","$2,069,904 ","$4,574,166 ","$3,753,216 ","$4,907,550 ","$22,156,308 ","$748,150 ","$1,404,173 ","$2,788,703 ","$145,872 ","$1,792,608 ","$3,272,626 ","$10,118,390 ","$1,885,788 ","$12,004,177 ","$458,983,809 "
New Mexico State University,188030,2008,Football Bowl Subdivision,Western Athletic Conference,"$35,614,587 ",$0 ,"$6,775,716 ","$567,832 ","$1,199,837 ","$664,346 ","$4,192,398 ","$6,926,075 ","$4,466,435 ","$4,383,375 ","$6,438,573 ","$31,941,600 ","$427,630 ","$2,228,704 ","$3,730,997 ","$1,230,322 ","$1,800,351 ","$2,256,799 ","$17,688,506 ","$2,578,291 ","$20,266,797 ","$445,289,149 "
New Mexico State University,188030,2009,Football Bowl Subdivision,Western Athletic Conference,"$36,364,795 ",$0 ,"$6,968,479 ","$563,135 ","$971,368 ","$470,108 ","$4,415,656 ","$6,399,867 ","$4,699,463 ","$5,211,907 ","$6,664,812 ","$33,971,465 ","$388,952 ","$1,763,746 ","$5,681,851 ","$1,465,133 ","$1,839,087 ","$2,105,035 ","$17,764,621 ","$2,963,042 ","$20,727,662 ","$505,899,034 "
New Mexico State University,188030,2010,Football Bowl Subdivision,Western Athletic Conference,"$33,545,624 ",$0 ,"$6,704,943 ","$611,627 ","$990,563 ","$525,763 ","$3,835,591 ","$5,829,007 ","$4,776,952 ","$3,418,716 ","$6,852,460 ","$31,605,468 ","$266,533 ","$3,295,034 ","$1,040,062 ","$1,391,785 ","$2,424,319 ","$2,136,379 ","$17,803,873 ","$3,247,482 ","$21,051,355 ","$508,811,135 "
New Mexico State University,188030,2011,Football Bowl Subdivision,Western Athletic Conference,"$31,058,316 ",$0 ,"$4,336,983 ","$584,519 ","$608,974 ","$496,197 ","$3,493,201 ","$6,018,743 ","$4,643,448 ","$3,636,324 ","$7,239,927 ","$32,522,299 ","$295,254 ","$2,908,085 ","$1,063,982 ","$908,296 ","$2,551,873 ","$2,133,814 ","$19,104,522 ","$3,556,473 ","$22,660,995 ","$493,967,793 "
New Mexico State University,188030,2012,Football Bowl Subdivision,Western Athletic Conference,"$32,369,012 ",$0 ,"$4,699,891 ","$563,905 ","$758,840 ","$559,121 ","$4,487,772 ","$5,803,066 ","$4,755,249 ","$3,570,228 ","$7,170,940 ","$33,706,320 ","$345,331 ","$2,418,696 ","$1,596,076 ","$2,374,591 ","$2,282,127 ","$2,033,142 ","$19,121,239 ","$3,535,119 ","$22,656,358 ","$462,405,367 "
New Mexico State University,188030,2013,Football Bowl Subdivision,Western Athletic Conference,"$33,132,032 ",$0 ,"$4,667,714 ","$601,701 ","$1,042,990 ","$486,178 ","$3,890,639 ","$6,277,035 ","$4,947,296 ","$3,677,380 ","$7,541,097 ","$35,017,937 ","$533,110 ","$2,724,303 ","$995,939 ","$1,372,547 ","$4,973,994 ","$1,532,478 ","$19,050,728 ","$3,834,839 ","$22,885,566 ","$451,169,804 "
New Mexico State University,188030,2014,Football Bowl Subdivision,Independent,"$33,781,318 ",$0 ,"$4,817,968 ","$613,327 ","$1,508,460 ","$494,921 ","$3,780,399 ","$6,101,369 ","$5,144,614 ","$3,766,988 ","$7,553,272 ","$33,523,170 ","$538,387 ","$2,724,247 ","$1,185,783 ","$2,351,596 ","$1,641,826 ","$1,784,904 ","$19,218,912 ","$4,077,516 ","$23,296,427 ","$437,710,870 "
New Mexico State University,188030,2015,Football Bowl Subdivision,Sun Belt Conference,"$30,723,869 ",$0 ,"$3,752,710 ","$723,291 ","$788,635 ","$432,507 ","$4,365,073 ","$3,523,463 ","$5,439,111 ","$4,021,299 ","$7,677,781 ","$30,852,742 ","$567,758 ","$2,309,882 ","$1,483,058 ","$1,834,286 ","$2,018,399 ","$1,478,289 ","$16,900,321 ","$4,260,749 ","$21,161,070 ","$463,258,009 "
New Mexico State University,188030,2016,Football Bowl Subdivision,Sun Belt Conference,"$30,570,393 ",$0 ,"$3,135,664 ","$774,704 ","$1,124,349 ","$413,619 ","$4,443,037 ","$3,442,360 ","$5,263,206 ","$4,013,991 ","$7,959,464 ","$29,924,487 ","$718,857 ","$1,188,115 ","$1,497,864 ","$2,351,724 ","$1,785,613 ","$1,639,511 ","$16,808,357 ","$3,934,446 ","$20,742,802 ","$439,773,302 "
New Mexico State University,188030,2017,Football Bowl Subdivision,Sun Belt Conference,"$25,986,625 ",$0 ,"$2,068,615 ","$608,449 ","$336,104 ","$375,541 ","$3,956,181 ","$3,139,031 ","$4,739,072 ","$3,269,819 ","$7,493,812 ","$28,868,523 ","$967,901 ","$1,305,468 ","$942,622 ","$3,281,077 ","$2,412,579 ","$1,349,795 ","$14,791,738 ","$3,817,343 ","$18,609,081 ","$417,669,606 "
New Mexico State University,188030,2018,Football Bowl Subdivision,Sun Belt Conference,"$27,725,713 ",$0 ,"$2,464,016 ","$610,044 ","$233,302 ","$433,461 ","$4,314,775 ","$3,268,988 ","$4,767,271 ","$3,352,916 ","$8,280,941 ","$28,402,225 ","$342,525 ","$1,022,146 ","$1,533,712 ","$2,487,979 ","$2,995,877 ","$1,765,801 ","$14,651,687 ","$3,602,497 ","$18,254,185 ","$443,943,093 "
New Mexico State University,188030,2019,Football Bowl Subdivision,Sun Belt Conference,"$29,688,826 ",$0 ,"$2,387,987 ","$677,936 ","$779,186 ","$525,426 ","$4,539,352 ","$3,428,255 ","$5,416,008 ","$3,479,435 ","$8,455,242 ","$29,688,506 ","$883,576 ","$1,313,163 ","$2,318,775 ","$3,027,675 ","$2,063,763 ","$1,665,448 ","$14,850,864 ","$3,565,243 ","$18,416,107 ","$463,621,071 "
New Mexico State University,188030,2020,Football Bowl Subdivision,Sun Belt Conference,"$30,105,281 ",$0 ,"$2,171,945 ","$707,333 ","$1,437,189 ","$393,450 ","$3,960,931 ","$3,187,034 ","$5,796,494 ","$3,784,637 ","$8,666,268 ","$30,113,019 ","$740,584 ","$889,854 ","$1,903,668 ","$4,406,946 ","$1,610,112 ","$1,888,993 ","$15,093,883 ","$3,578,977 ","$18,672,860 ","$384,753,234 "
New Mexico State University,188030,2021,Football Bowl Subdivision,Sun Belt Conference,"$25,482,825 ",$0 ,"$1,483,015 ","$781,898 ","$317,490 ","$30,795 ","$2,381,428 ","$3,389,279 ","$5,581,971 ","$3,525,495 ","$7,991,454 ","$25,489,278 ","$3,954,895 ","$591,677 ","$1,863,966 ","$22,500 ","$1,496,579 ","$30,535 ","$14,066,279 ","$3,462,847 ","$17,529,126 ",
Nicholls State University,159966,2005,Football Championship Subdivision,,"$5,046,214 ",$0 ,"$468,462 ","$11,188 ","$50,644 ","$96,704 ","$469,220 ","$223,649 ","$1,250,464 ","$1,103,837 ","$1,372,045 ","$5,102,433 ","$79,438 ",$0 ,"$573,444 ","$368,385 ","$348,136 ","$162,980 ","$3,570,050 ",$0 ,"$3,570,050 ","$75,182,514 "
Nicholls State University,159966,2006,Football Championship Subdivision,,"$5,474,689 ",$0 ,"$544,836 ","$34,343 ","$68,033 ","$88,030 ","$547,289 ","$454,263 ","$1,310,529 ","$1,042,584 ","$1,384,781 ","$5,519,114 ","$46,383 ",$0 ,"$716,308 ","$522,440 ","$349,391 ","$144,351 ","$3,740,241 ",$0 ,"$3,740,241 ","$74,468,501 "
Nicholls State University,159966,2007,Football Championship Subdivision,,"$6,373,723 ",$0 ,"$667,734 ","$35,139 ","$95,562 ","$113,672 ","$754,883 ","$672,395 ","$1,409,222 ","$1,144,523 ","$1,480,592 ","$6,656,300 ","$244,441 ","$4,470 ","$684,844 ","$1,123,754 ","$254,797 ","$192,045 ","$3,845,945 ","$306,004 ","$4,151,949 ","$76,274,669 "
Nicholls State University,159966,2008,Football Championship Subdivision,,"$7,530,470 ",$0 ,"$601,652 ","$79,840 ","$97,834 ","$109,308 ","$821,366 ","$1,463,775 ","$1,594,405 ","$1,036,332 ","$1,725,958 ","$7,618,331 ","$72,459 ",$0 ,"$953,022 ","$1,183,671 ","$316,326 ","$222,041 ","$4,261,419 ","$609,394 ","$4,870,812 ","$94,805,266 "
Nicholls State University,159966,2009,Football Championship Subdivision,,"$8,193,373 ",$0 ,"$525,767 ","$133,840 ","$25,406 ","$96,300 ","$835,267 ","$1,324,222 ","$1,587,511 ","$1,473,417 ","$2,191,643 ","$8,313,877 ","$71,977 ","$2,776 ","$1,446,646 ","$760,353 ","$365,198 ","$196,026 ","$4,847,406 ","$623,495 ","$5,470,901 ","$86,973,703 "
Nicholls State University,159966,2010,Football Championship Subdivision,,"$7,765,382 ",$0 ,"$652,973 ","$53,299 ","$88,851 ","$79,446 ","$936,276 ","$1,222,935 ","$1,429,360 ","$1,067,246 ","$2,234,996 ","$7,941,413 ","$56,810 ","$1,864 ","$1,189,671 ","$913,359 ","$523,096 ","$213,189 ","$4,417,133 ","$626,291 ","$5,043,424 ","$82,729,014 "
Nicholls State University,159966,2011,Football Championship Subdivision,,"$7,764,807 ",$0 ,"$449,656 ","$41,346 ","$56,783 ","$107,982 ","$1,030,186 ","$1,240,283 ","$1,603,122 ","$923,416 ","$2,312,033 ","$8,679,291 ","$89,158 ","$115,657 ","$967,652 ","$1,457,309 ","$499,468 ","$231,953 ","$4,723,786 ","$594,309 ","$5,318,094 ","$86,827,918 "
Nicholls State University,159966,2012,Football Championship Subdivision,,"$8,643,869 ",$0 ,"$446,063 ","$75,825 ","$53,084 ","$127,941 ","$974,165 ","$1,664,054 ","$1,746,494 ","$969,414 ","$2,586,829 ","$8,695,805 ","$56,112 ","$14,683 ","$1,102,946 ","$1,079,896 ","$516,582 ","$191,260 ","$5,171,510 ","$562,817 ","$5,734,327 ","$84,963,426 "
Nicholls State University,159966,2013,Football Championship Subdivision,,"$8,090,652 ",$0 ,"$312,562 ","$76,663 ","$60,400 ","$67,183 ","$1,218,336 ","$1,111,613 ","$1,710,057 ","$896,860 ","$2,636,980 ","$8,098,180 ","$62,525 ","$41,973 ","$928,671 ","$1,509,220 ","$464,018 ","$181,161 ","$3,474,080 ","$1,436,531 ","$4,910,611 ","$76,607,114 "
Nicholls State University,159966,2014,Football Championship Subdivision,,"$9,273,656 ",$0 ,"$876,508 ","$76,134 ","$109,310 ","$149,857 ","$1,354,983 ","$776,733 ","$1,887,704 ","$1,056,614 ","$2,985,814 ","$9,286,465 ","$97,885 ","$24,772 ","$1,446,531 ","$1,644,229 ","$479,643 ","$192,853 ","$2,798,366 ","$2,602,187 ","$5,400,554 ","$74,722,658 "
Nicholls State University,159966,2015,Football Championship Subdivision,,"$9,378,751 ",$0 ,"$437,136 ","$28,697 ","$80,599 ","$83,571 ","$1,383,649 ","$1,172,042 ","$1,940,368 ","$1,110,821 ","$3,141,870 ","$9,396,309 ","$144,984 ","$19,348 ","$1,224,950 ","$1,822,914 ","$501,555 ","$166,102 ","$2,798,792 ","$2,717,664 ","$5,516,456 ","$77,389,766 "
Nicholls State University,159966,2016,Football Championship Subdivision,,"$9,588,327 ",$0 ,"$271,808 ","$28,108 ","$50,825 ","$88,339 ","$1,160,736 ","$1,598,178 ","$1,998,152 ","$1,117,950 ","$3,274,230 ","$9,695,536 ","$65,280 ","$16,507 ","$1,753,976 ","$1,489,338 ","$482,596 ","$228,204 ","$2,790,907 ","$2,868,729 ","$5,659,636 ","$75,349,151 "
Nicholls State University,159966,2017,Football Championship Subdivision,,"$9,204,758 ",$0 ,"$278,965 ","$201,880 ","$93,284 ","$106,469 ","$1,011,591 ","$1,091,076 ","$2,177,866 ","$995,278 ","$3,248,347 ","$9,356,220 ","$66,451 ","$74,662 ","$1,168,526 ","$1,432,677 ","$577,061 ","$240,032 ","$2,955,360 ","$2,841,451 ","$5,796,811 ","$72,859,926 "
Nicholls State University,159966,2018,Football Championship Subdivision,,"$9,908,445 ",$0 ,"$372,794 ","$147,142 ","$82,934 ","$113,212 ","$1,289,786 ","$1,504,953 ","$2,272,489 ","$1,063,354 ","$3,061,779 ","$10,378,017 ","$215,245 ","$581,142 ","$1,114,819 ","$1,080,721 ","$1,281,622 ","$274,978 ","$2,871,050 ","$2,958,440 ","$5,829,491 ","$71,350,205 "
Nicholls State University,159966,2019,Football Championship Subdivision,,"$10,254,430 ",$0 ,"$398,104 ","$205,735 ","$82,600 ","$90,158 ","$1,420,977 ","$1,324,329 ","$2,469,763 ","$1,097,046 ","$3,165,719 ","$10,135,763 ","$109,960 ","$438,092 ","$1,134,567 ","$1,342,481 ","$782,058 ","$272,696 ","$2,988,579 ","$3,067,330 ","$6,055,909 ","$66,188,094 "
Nicholls State University,159966,2020,Football Championship Subdivision,,"$10,566,549 ",$0 ,"$680,685 ","$178,148 ","$69,149 ","$66,942 ","$1,271,873 ","$1,372,651 ","$2,702,444 ","$1,117,131 ","$3,107,526 ","$10,840,018 ","$86,933 ","$631,784 ","$1,239,367 ","$1,268,939 ","$694,131 ","$285,434 ","$3,568,096 ","$3,065,334 ","$6,633,430 ","$72,289,839 "
