Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Academic Spending (University-Wide)
Arizona State University,104151,2006,Football Bowl Subdivision,Pacific-12 Conference,"$65,725,849 ",$0 ,"$11,543,131 ","$1,420,374 ","$3,379,474 ","$1,296,864 ","$6,192,767 ","$10,364,413 ","$10,597,650 ","$10,366,331 ","$10,564,845 ","$67,568,626 ","$4,597,719 ","$5,188,570 ","$15,849,091 ","$1,564,958 ","$11,073,164 ","$13,783,620 ","$15,511,504 ",$0 ,"$15,511,504 ","$1,169,558,091 "
Arizona State University,104151,2007,Football Bowl Subdivision,Pacific-12 Conference,"$71,658,942 ",$0 ,"$11,541,720 ","$1,373,394 ","$2,838,240 ","$981,812 ","$8,172,478 ","$10,079,991 ","$11,865,507 ","$12,969,140 ","$11,836,659 ","$71,532,205 ","$3,699,811 ","$5,337,877 ","$15,451,523 ","$2,368,994 ","$11,134,888 ","$11,515,384 ","$22,023,729 ",$0 ,"$22,023,729 ","$1,210,257,572 "
Arizona State University,104151,2008,Football Bowl Subdivision,Pacific-12 Conference,"$68,334,497 ",$0 ,"$9,877,659 ","$1,616,356 ","$4,094,511 ","$954,168 ","$8,295,472 ","$8,992,294 ","$12,854,802 ","$9,931,322 ","$11,717,913 ","$69,010,581 ","$3,973,234 ","$5,125,539 ","$15,287,424 ","$1,121,143 ","$12,013,626 ","$16,791,262 ","$14,698,353 ",$0 ,"$14,698,353 ","$1,535,162,520 "
Arizona State University,104151,2009,Football Bowl Subdivision,Pacific-12 Conference,"$66,982,019 ",$0 ,"$10,463,036 ","$1,612,823 ","$3,110,136 ","$854,391 ","$7,460,743 ","$10,078,042 ","$12,798,075 ","$8,862,695 ","$11,742,077 ","$65,541,992 ","$4,038,985 ","$5,843,529 ","$13,879,928 ","$2,125,165 ","$12,075,687 ","$16,947,743 ","$10,630,954 ",$0 ,"$10,630,954 ","$1,571,411,787 "
Arizona State University,104151,2010,Football Bowl Subdivision,Pacific-12 Conference,"$71,957,212 ",$0 ,"$9,114,291 ","$1,443,270 ","$4,434,820 ","$990,117 ","$6,982,070 ","$12,801,659 ","$13,224,327 ","$10,681,490 ","$12,285,167 ","$70,217,007 ","$3,764,684 ","$12,982,947 ","$12,545,013 ","$1,583,876 ","$11,518,824 ","$14,960,654 ","$12,861,009 ",$0 ,"$12,861,009 ","$1,697,436,043 "
Arizona State University,104151,2011,Football Bowl Subdivision,Pacific-12 Conference,"$68,761,734 ",$0 ,"$8,426,371 ","$1,272,376 ","$2,473,011 ","$871,086 ","$7,229,157 ","$13,643,888 ","$12,889,269 ","$9,474,026 ","$12,482,550 ","$66,609,324 ","$3,724,963 ","$13,030,295 ","$14,434,987 ","$2,080,405 ","$10,734,092 ","$9,762,006 ","$12,842,575 ",$0 ,"$12,842,575 ","$1,747,204,023 "
Arizona State University,104151,2012,Football Bowl Subdivision,Pacific-12 Conference,"$77,407,774 ",$0 ,"$8,821,565 ","$1,323,482 ","$3,000,463 ","$1,059,333 ","$8,551,721 ","$13,350,653 ","$13,829,346 ","$14,290,384 ","$13,180,827 ","$70,642,320 ","$4,883,022 ","$13,179,852 ","$13,295,977 ","$1,159,739 ","$15,224,138 ","$10,691,645 ","$12,207,948 ",$0 ,"$12,207,948 ","$1,681,978,722 "
Arizona State University,104151,2013,Football Bowl Subdivision,Pacific-12 Conference,"$76,304,538 ",$0 ,"$10,367,910 ","$1,710,401 ","$1,766,438 ","$1,363,348 ","$9,030,021 ","$12,000,663 ","$15,829,209 ","$10,120,144 ","$14,116,404 ","$76,390,343 ","$4,251,765 ","$10,502,202 ","$14,815,987 ","$348,953 ","$23,544,779 ","$11,154,845 ","$11,771,813 ",$0 ,"$11,771,813 ","$1,193,413,022 "
Arizona State University,104151,2014,Football Bowl Subdivision,Pacific-12 Conference,"$85,334,045 ",$0 ,"$12,219,550 ","$1,826,613 ","$1,656,254 ","$1,269,365 ","$9,811,791 ","$12,846,448 ","$19,129,971 ","$12,035,449 ","$14,538,605 ","$85,535,684 ","$4,309,056 ","$11,615,539 ","$15,451,933 ","$1,602,451 ","$26,278,418 ","$14,748,421 ","$11,529,866 ",$0 ,"$11,529,866 ","$1,224,648,337 "
Arizona State University,104151,2015,Football Bowl Subdivision,Pacific-12 Conference,"$95,888,509 ",$0 ,"$12,167,538 ","$2,110,818 ","$1,774,560 ","$1,342,478 ","$10,718,188 ","$17,051,635 ","$20,321,942 ","$17,431,689 ","$12,969,660 ","$96,536,188 ","$4,196,749 ","$11,751,635 ","$16,886,763 ",$0 ,"$28,921,984 ","$12,623,839 ","$10,771,520 ","$11,383,699 ","$22,155,218 ","$1,273,458,508 "
Arizona State University,104151,2016,Football Bowl Subdivision,Pacific-12 Conference,"$100,579,680 ",$0 ,"$11,217,712 ","$1,698,513 ","$1,325,742 ","$1,357,024 ","$10,226,922 ","$22,273,447 ","$19,269,399 ","$17,502,325 ","$15,708,596 ","$106,874,990 ","$4,596,277 ","$15,418,032 ","$18,810,077 ","$2,646,724 ","$32,124,935 ","$13,434,355 ","$7,903,416 ","$11,941,174 ","$19,844,590 ","$1,544,902,465 "
Arizona State University,104151,2017,Football Bowl Subdivision,Pacific-12 Conference,"$109,247,564 ",$0 ,"$9,446,766 ","$1,958,271 ","$1,648,555 ","$1,638,770 ","$9,426,334 ","$28,395,173 ","$21,152,171 ","$19,247,315 ","$16,334,208 ","$112,292,516 ","$4,247,483 ","$18,363,419 ","$21,890,874 ","$628,454 ","$35,214,643 ","$11,091,616 ","$8,911,036 ","$11,944,991 ","$20,856,027 ","$1,592,407,901 "
Arizona State University,104151,2018,Football Bowl Subdivision,Pacific-12 Conference,"$136,811,185 ",$0 ,"$10,304,778 ","$1,759,419 ","$1,903,090 ","$1,665,792 ","$12,108,959 ","$34,938,515 ","$22,486,828 ","$34,692,228 ","$16,951,576 ","$122,625,701 ","$4,233,991 ","$19,500,405 ","$26,971,968 ","$546,565 ","$35,747,650 ","$13,382,942 ","$10,528,771 ","$11,713,407 ","$22,242,178 ","$1,865,215,135 "
Arizona State University,104151,2019,Football Bowl Subdivision,Pacific-12 Conference,"$125,496,199 ",$0 ,"$10,403,899 ","$1,628,383 ","$1,532,392 ","$1,713,992 ","$12,159,765 ","$37,470,641 ","$21,114,042 ","$21,903,967 ","$17,569,117 ","$128,987,984 ","$4,708,578 ","$20,094,602 ","$32,420,747 ","$478,638 ","$37,126,380 ","$13,643,571 ","$8,901,957 ","$11,613,511 ","$20,515,468 ","$2,045,049,633 "
Arizona State University,104151,2020,Football Bowl Subdivision,Pacific-12 Conference,"$123,452,313 ",$0 ,"$9,370,441 ","$1,942,282 ","$2,907,505 ","$1,405,147 ","$11,697,799 ","$31,916,596 ","$22,592,235 ","$23,997,594 ","$17,622,714 ","$112,016,216 ","$5,103,626 ","$21,203,520 ","$15,801,914 ","$528,201 ","$37,044,315 ","$14,410,553 ","$6,013,857 ","$11,910,229 ","$17,924,086 ","$2,413,050,355 "
Arizona State University,104151,2021,Football Bowl Subdivision,Pacific-12 Conference,"$103,772,499 ",$0 ,"$4,531,886 ","$2,356,712 ","$207,992 ","$380,468 ","$6,255,752 ","$28,390,717 ","$22,357,899 ","$21,940,189 ","$17,350,884 ","$117,675,310 ","$935,907 ","$17,802,019 ","$7,940,129 ",$0 ,"$21,484,281 ","$342,176 ","$57,869,086 ","$11,301,712 ","$69,170,798 ",
Arkansas State University,106458,2005,Football Bowl Subdivision,Sun Belt Conference,"$13,076,374 ",$0 ,"$375,583 ","$191,269 ","$674,894 ","$260,269 ","$1,805,939 ","$1,688,026 ","$2,739,234 ","$1,949,033 ","$3,392,127 ","$10,009,584 ","$624,121 ","$623,667 ","$781,234 ","$1,895,137 ","$691,455 ","$1,114,313 ","$1,040,636 ","$3,239,022 ","$4,279,658 ","$153,433,768 "
Arkansas State University,106458,2006,Football Bowl Subdivision,Sun Belt Conference,"$14,001,971 ",$0 ,"$880,076 ","$276,152 ","$1,104,590 ","$281,820 ","$1,870,799 ","$966,662 ","$3,333,541 ","$1,890,734 ","$3,397,598 ","$10,513,506 ","$983,871 ","$527,272 ","$675,353 ","$879,506 ","$941,504 ","$1,967,840 ","$1,380,824 ","$3,157,336 ","$4,538,160 ","$148,746,556 "
Arkansas State University,106458,2007,Football Bowl Subdivision,Sun Belt Conference,"$13,582,241 ",$0 ,"$835,393 ","$241,437 ","$757,986 ","$288,730 ","$2,055,664 ","$948,256 ","$3,287,241 ","$1,653,388 ","$3,514,147 ","$10,229,886 ","$1,028,432 ","$529,176 ","$704,570 ","$1,693,693 ","$688,486 ","$1,232,507 ","$1,381,581 ","$2,971,440 ","$4,353,021 ","$148,639,935 "
Arkansas State University,106458,2008,Football Bowl Subdivision,Sun Belt Conference,"$13,073,991 ",$0 ,"$895,360 ","$194,898 ","$725,557 ","$291,844 ","$1,774,353 ","$1,047,680 ","$3,087,207 ","$1,440,565 ","$3,616,527 ","$10,562,864 ","$1,085,531 ","$476,585 ","$501,051 ","$2,376,340 ","$728,278 ","$1,205,204 ","$1,357,017 ","$2,832,858 ","$4,189,875 ","$141,421,325 "
Arkansas State University,106458,2009,Football Bowl Subdivision,Sun Belt Conference,"$13,958,588 ",$0 ,"$843,850 ","$206,949 ","$670,677 ","$311,774 ","$2,138,293 ","$2,170,872 ","$2,594,314 ","$1,221,453 ","$3,800,405 ","$12,598,975 ","$1,008,023 ","$324,468 ","$776,181 ","$2,375,789 ","$807,101 ","$1,256,772 ","$2,533,621 ","$3,517,021 ","$6,050,642 ","$162,927,612 "
Arkansas State University,106458,2010,Football Bowl Subdivision,Sun Belt Conference,"$16,568,402 ",$0 ,"$797,355 ","$203,663 ","$545,428 ","$306,347 ","$2,104,203 ","$1,642,055 ","$4,149,133 ","$1,653,350 ","$5,166,868 ","$11,779,104 ","$1,046,115 ","$413,389 ","$729,146 ","$2,733,864 ","$832,816 ","$1,105,935 ","$1,397,650 ","$3,520,189 ","$4,917,839 ","$183,772,552 "
Arkansas State University,106458,2011,Football Bowl Subdivision,Sun Belt Conference,"$16,111,423 ",$0 ,"$918,149 ","$141,118 ","$542,084 ","$376,294 ","$2,264,875 ","$1,140,749 ","$3,333,340 ","$1,903,014 ","$5,491,801 ","$16,111,423 ","$1,242,508 ","$245,603 ","$77,706 ","$3,363,647 ","$812,643 ","$1,008,845 ","$5,867,137 ","$3,493,335 ","$9,360,471 ","$189,876,680 "
Arkansas State University,106458,2012,Football Bowl Subdivision,Sun Belt Conference,"$18,065,902 ",$0 ,"$809,263 ","$173,900 ","$637,789 ","$356,281 ","$2,515,007 ","$2,006,718 ","$3,787,036 ","$2,157,203 ","$5,622,706 ","$18,065,902 ","$1,455,024 ","$569,793 ","$99,418 ","$2,649,817 ","$1,203,594 ","$1,530,693 ","$6,400,941 ","$4,156,622 ","$10,557,564 ","$181,475,977 "
Arkansas State University,106458,2013,Football Bowl Subdivision,Sun Belt Conference,"$18,937,706 ",$0 ,"$892,812 ","$104,773 ","$824,096 ","$461,212 ","$2,963,341 ","$2,299,172 ","$4,335,482 ","$1,987,812 ","$5,069,005 ","$18,937,706 ","$1,916,868 ","$292,362 ","$469,211 ","$2,617,145 ","$1,170,662 ","$1,626,601 ","$5,531,769 ","$5,313,088 ","$10,844,857 ","$180,098,715 "
Arkansas State University,106458,2014,Football Bowl Subdivision,Sun Belt Conference,"$23,065,894 ",$0 ,"$2,924,115 ","$194,923 ","$674,039 ","$494,548 ","$3,139,929 ","$2,263,480 ","$4,306,674 ","$2,905,567 ","$6,162,620 ","$23,065,894 ","$2,591,276 ","$737,635 ","$1,786,123 ","$2,198,791 ","$1,905,072 ","$1,665,692 ","$6,882,824 ","$5,298,480 ","$12,181,304 ","$175,899,384 "
Arkansas State University,106458,2015,Football Bowl Subdivision,Sun Belt Conference,"$33,396,412 ",$0 ,"$12,377,479 ","$198,189 ","$706,598 ","$490,884 ","$3,187,377 ","$2,461,472 ","$4,644,116 ","$3,116,893 ","$6,213,405 ","$33,396,412 ","$3,272,096 ","$1,605,413 ","$7,181,882 ","$1,752,604 ","$2,033,577 ","$1,502,163 ","$10,826,501 ","$5,222,177 ","$16,048,677 ","$168,598,700 "
Arkansas State University,106458,2016,Football Bowl Subdivision,Sun Belt Conference,"$48,662,550 ",$0 ,"$24,002,014 ","$331,844 ","$569,585 ","$527,602 ","$3,859,413 ","$3,614,068 ","$4,822,878 ","$3,308,224 ","$7,626,923 ","$48,662,550 ","$22,773,968 ","$1,828,264 ","$2,506,888 ","$2,001,731 ","$2,881,457 ","$1,881,889 ","$9,112,242 ","$5,676,111 ","$14,788,354 ","$177,579,490 "
Arkansas State University,106458,2017,Football Bowl Subdivision,Sun Belt Conference,"$43,620,393 ",$0 ,"$16,098,974 ","$260,117 ","$656,713 ","$604,543 ","$3,636,530 ","$6,427,734 ","$4,996,525 ","$3,357,082 ","$7,582,174 ","$43,620,393 ","$8,149,031 ","$3,038,435 ","$10,605,855 ","$2,182,732 ","$4,022,327 ","$1,666,357 ","$8,571,444 ","$5,384,212 ","$13,955,656 ","$169,235,661 "
Arkansas State University,106458,2018,Football Bowl Subdivision,Sun Belt Conference,"$43,270,917 ",$0 ,"$17,250,212 ","$280,557 ","$348,011 ","$513,201 ","$3,647,903 ","$5,012,568 ","$5,156,936 ","$3,221,107 ","$7,840,424 ","$43,270,917 ","$9,764,548 ","$3,773,907 ","$10,296,007 ","$2,143,637 ","$2,391,581 ","$1,483,114 ","$8,411,921 ","$5,006,202 ","$13,418,123 ","$176,778,526 "
Arkansas State University,106458,2019,Football Bowl Subdivision,Sun Belt Conference,"$37,679,892 ",$0 ,"$9,828,240 ","$304,049 ","$639,774 ","$553,356 ","$4,490,482 ","$5,622,199 ","$5,104,564 ","$3,484,050 ","$7,653,178 ","$37,679,892 ","$4,092,793 ","$2,913,115 ","$9,448,849 ","$2,396,401 ","$2,839,891 ","$1,259,397 ","$9,960,758 ","$4,768,689 ","$14,729,447 ","$160,979,562 "
Arkansas State University,106458,2020,Football Bowl Subdivision,Sun Belt Conference,"$37,987,224 ",$0 ,"$9,181,240 ","$279,134 ","$397,695 ","$418,749 ","$3,759,609 ","$7,251,305 ","$4,893,278 ","$3,578,662 ","$8,227,552 ","$37,987,224 ","$3,227,822 ","$3,778,680 ","$9,254,001 ","$2,512,751 ","$1,716,720 ","$1,143,210 ","$11,848,783 ","$4,505,258 ","$16,354,041 ","$172,282,081 "
Arkansas State University,106458,2021,Football Bowl Subdivision,Sun Belt Conference,"$29,226,736 ",$0 ,"$6,670,536 ","$226,373 ","$128,100 ","$97,401 ","$2,877,006 ","$4,634,288 ","$4,672,682 ","$3,205,029 ","$6,715,321 ","$29,226,736 ","$2,474,772 ","$3,209,849 ","$6,953,745 ","$650,500 ","$2,485,318 ","$589,740 ","$7,200,247 ","$5,662,565 ","$12,862,812 ",
Auburn University,100858,2005,Football Bowl Subdivision,Southeastern Conference,"$85,074,216 ",$0 ,"$10,411,805 ","$702,578 ","$4,068,564 ","$2,021,275 ","$7,629,462 ","$25,359,690 ","$13,456,768 ","$12,925,619 ","$8,498,455 ","$79,636,600 ","$3,217,384 ","$1,233,435 ","$31,726,738 ","$1,144,699 ","$18,968,955 ","$21,982,366 ",$0 ,"$1,363,023 ","$1,363,023 ","$665,126,700 "
Auburn University,100858,2006,Football Bowl Subdivision,Southeastern Conference,"$85,016,479 ",$0 ,"$13,114,873 ","$1,001,649 ","$3,188,299 ","$2,337,783 ","$7,454,174 ","$23,964,132 ","$13,805,562 ","$11,258,504 ","$8,891,502 ","$89,520,475 ","$5,452,581 ","$1,492,606 ","$35,359,635 ","$1,109,571 ","$17,849,342 ","$27,017,096 ",$0 ,"$1,239,642 ","$1,239,642 ","$641,514,502 "
Auburn University,100858,2007,Football Bowl Subdivision,Southeastern Conference,"$90,057,158 ",$0 ,"$14,337,214 ","$948,917 ","$4,803,324 ","$1,797,693 ","$8,112,360 ","$23,852,504 ","$14,252,364 ","$13,334,679 ","$8,618,102 ","$106,901,171 ","$8,160,409 ","$1,277,578 ","$41,447,460 ",$0 ,"$21,064,338 ","$28,484,716 ",$0 ,"$6,466,669 ","$6,466,669 ","$703,598,535 "
Auburn University,100858,2008,Football Bowl Subdivision,Southeastern Conference,"$87,898,979 ",$0 ,"$12,816,652 ","$817,412 ","$3,357,472 ","$1,828,077 ","$8,040,752 ","$23,778,321 ","$14,260,174 ","$14,012,004 ","$8,988,115 ","$112,403,827 ","$5,216,785 ","$7,651,096 ","$43,920,654 ","$133,771 ","$21,265,495 ","$27,677,663 ",$0 ,"$6,538,363 ","$6,538,363 ","$756,732,947 "
Auburn University,100858,2009,Football Bowl Subdivision,Southeastern Conference,"$107,965,566 ",$0 ,"$16,628,253 ","$813,677 ","$2,841,083 ","$2,002,992 ","$8,353,827 ","$29,945,295 ","$15,069,213 ","$22,769,014 ","$9,542,211 ","$109,886,746 ","$6,129,333 ","$4,290,042 ","$40,519,497 ","$479,957 ","$22,163,987 ","$29,699,479 ",$0 ,"$6,604,451 ","$6,604,451 ","$773,970,314 "
Auburn University,100858,2010,Football Bowl Subdivision,Southeastern Conference,"$112,969,337 ",$0 ,"$20,093,978 ","$844,317 ","$3,493,998 ","$2,077,216 ","$9,024,177 ","$30,594,467 ","$17,308,245 ","$18,600,296 ","$10,932,644 ","$115,085,168 ","$6,728,115 ","$3,962,602 ","$36,945,833 ",$0 ,"$30,176,440 ","$30,733,764 ",$0 ,"$6,538,413 ","$6,538,413 ","$741,218,122 "
Auburn University,100858,2011,Football Bowl Subdivision,Southeastern Conference,"$121,063,330 ",$0 ,"$16,361,990 ","$1,026,925 ","$5,203,201 ","$2,569,360 ","$10,672,134 ","$32,145,554 ","$23,846,940 ","$17,511,760 ","$11,725,466 ","$125,261,076 ","$6,479,759 ","$6,209,886 ","$39,571,689 ","$42,042 ","$32,862,845 ","$34,906,436 ",$0 ,"$5,188,419 ","$5,188,419 ","$778,146,550 "
Auburn University,100858,2012,Football Bowl Subdivision,Southeastern Conference,"$113,673,311 ",$0 ,"$15,686,525 ","$708,291 ","$3,652,048 ","$3,003,539 ","$8,878,014 ","$29,974,867 ","$20,855,236 ","$19,125,188 ","$11,789,603 ","$125,045,171 ","$4,637,059 ","$8,127,468 ","$39,499,143 ","$1,219,250 ","$32,074,809 ","$34,510,941 ",$0 ,"$4,976,501 ","$4,976,501 ","$772,311,677 "
Auburn University,100858,2013,Football Bowl Subdivision,Southeastern Conference,"$119,954,129 ",$0 ,"$18,160,961 ","$1,159,761 ","$3,710,705 ","$3,252,453 ","$8,955,220 ","$29,154,213 ","$19,657,110 ","$23,799,811 ","$12,103,896 ","$120,598,757 ","$5,069,996 ","$6,068,991 ","$37,026,237 ","$2,733,716 ","$31,535,858 ","$33,144,176 ",$0 ,"$5,019,782 ","$5,019,782 ","$775,749,443 "
Auburn University,100858,2014,Football Bowl Subdivision,Southeastern Conference,"$144,759,204 ",$0 ,"$21,079,692 ","$1,184,109 ","$5,848,028 ","$3,101,346 ","$12,823,558 ","$35,326,183 ","$23,317,119 ","$28,338,610 ","$13,740,559 ","$130,160,195 ","$5,731,002 ","$6,038,439 ","$45,107,928 ","$43,495 ","$34,072,875 ","$34,147,581 ",$0 ,"$5,018,875 ","$5,018,875 ","$795,459,573 "
Auburn University,100858,2015,Football Bowl Subdivision,Southeastern Conference,"$132,043,296 ",$0 ,"$16,145,241 ","$1,006,665 ","$4,305,867 ","$2,755,420 ","$9,573,798 ","$27,411,600 ","$24,146,487 ","$29,611,874 ","$17,086,344 ","$142,514,563 ","$9,537,415 ","$6,931,334 ","$42,305,886 ","$523,609 ","$43,802,489 ","$34,504,831 ",$0 ,"$4,908,999 ","$4,908,999 ","$815,548,506 "
Auburn University,100858,2016,Football Bowl Subdivision,Southeastern Conference,"$140,972,900 ",$0 ,"$19,076,557 ","$1,123,477 ","$4,117,684 ","$2,549,264 ","$10,833,794 ","$30,432,412 ","$25,462,909 ","$29,810,137 ","$17,566,665 ","$158,140,814 ","$11,175,387 ","$6,995,740 ","$40,328,966 ","$3,657,986 ","$53,527,793 ","$36,314,977 ","$494,868 ","$5,645,097 ","$6,139,965 ","$727,515,535 "
Auburn University,100858,2017,Football Bowl Subdivision,Southeastern Conference,"$146,900,191 ",$0 ,"$17,721,062 ","$1,084,087 ","$4,105,851 ","$2,446,817 ","$12,117,392 ","$34,856,945 ","$26,111,148 ","$30,887,887 ","$17,569,002 ","$163,067,611 ","$11,491,381 ","$9,755,047 ","$39,145,729 ","$64,117 ","$62,124,273 ","$36,470,351 ",$0 ,"$4,016,714 ","$4,016,714 ","$918,231,351 "
Auburn University,100858,2018,Football Bowl Subdivision,Southeastern Conference,"$150,856,571 ",$0 ,"$17,756,842 ","$1,009,278 ","$4,195,482 ","$2,248,566 ","$13,186,347 ","$32,940,324 ","$29,150,520 ","$32,026,296 ","$18,342,915 ","$159,297,718 ","$10,960,317 ","$10,392,190 ","$38,506,647 ","$47,481 ","$57,870,178 ","$35,841,245 ",$0 ,"$5,679,660 ","$5,679,660 ","$962,635,532 "
Auburn University,100858,2019,Football Bowl Subdivision,Southeastern Conference,"$147,601,722 ",$0 ,"$21,060,319 ","$952,701 ","$4,372,544 ","$2,319,225 ","$12,017,148 ","$32,159,050 ","$29,802,622 ","$27,644,134 ","$17,273,979 ","$161,586,723 ","$11,458,028 ","$10,246,724 ","$37,393,490 ","$4,576,626 ","$58,497,801 ","$33,837,680 ",$0 ,"$5,576,374 ","$5,576,374 ","$904,952,344 "
Auburn University,100858,2020,Football Bowl Subdivision,Southeastern Conference,"$142,197,026 ",$0 ,"$14,186,319 ","$862,304 ","$5,336,014 ","$1,782,057 ","$10,582,925 ","$32,769,018 ","$30,549,697 ","$27,784,897 ","$18,343,796 ","$160,924,683 ","$10,405,147 ","$10,112,408 ","$35,093,992 ","$3,796,136 ","$59,128,403 ","$35,409,753 ","$787,312 ","$6,191,531 ","$6,978,843 ","$918,533,534 "
Auburn University,100858,2021,Football Bowl Subdivision,Southeastern Conference,"$133,289,885 ",$0 ,"$6,949,671 ","$802,600 ","$360,000 ","$284,012 ","$8,471,403 ","$29,225,731 ","$29,537,173 ","$41,221,425 ","$16,437,870 ","$123,546,999 ","$10,544,676 ","$4,666,566 ","$16,225,555 ",$0 ,"$79,878,922 ","$3,718,186 ","$3,106,867 ","$5,406,227 ","$8,513,094 ",
Austin Peay State University,219602,2005,Football Championship Subdivision,,"$5,991,891 ",$0 ,"$651,475 ","$153,588 ","$8,325 ","$39,036 ","$615,708 ","$245,159 ","$1,504,992 ","$1,007,272 ","$1,766,335 ","$6,070,900 ","$14,168 ","$233,707 ","$351,516 ","$243,093 ","$360,924 ","$249,786 ","$3,552,997 ","$1,064,709 ","$4,617,706 ","$100,342,114 "
Austin Peay State University,219602,2006,Football Championship Subdivision,,"$6,513,556 ",$0 ,"$844,038 ","$140,581 ","$11,089 ","$105,669 ","$561,553 ","$397,634 ","$1,417,915 ","$1,046,154 ","$1,988,923 ","$6,573,923 ","$163,227 ","$152,196 ","$457,204 ","$86,553 ","$318,986 ","$244,167 ","$4,001,326 ","$1,150,264 ","$5,151,591 ","$105,608,256 "
Austin Peay State University,219602,2007,Football Championship Subdivision,,"$7,167,655 ",$0 ,"$845,239 ","$139,119 ","$58,156 ","$110,704 ","$612,012 ","$202,633 ","$1,539,114 ","$1,164,763 ","$2,495,915 ","$7,243,773 ","$178,653 ",$0 ,"$723,585 ","$354,926 ","$439,118 ","$230,919 ","$3,944,010 ","$1,372,562 ","$5,316,572 ","$113,191,419 "
Austin Peay State University,219602,2008,Football Championship Subdivision,,"$8,232,943 ",$0 ,"$1,085,962 ","$131,024 ","$10,396 ","$116,425 ","$739,752 ","$215,108 ","$1,781,990 ","$1,222,466 ","$2,929,820 ","$8,360,589 ","$58,000 ",$0 ,"$600,063 ","$265,555 ","$342,200 ","$530,157 ","$4,297,363 ","$2,267,250 ","$6,564,613 ","$123,681,301 "
Austin Peay State University,219602,2009,Football Championship Subdivision,,"$9,344,016 ",$0 ,"$1,043,932 ","$187,844 ","$32,743 ","$132,626 ","$887,600 ","$232,162 ","$1,841,875 ","$1,369,642 ","$3,615,592 ","$9,421,511 ","$146,915 ","$512,951 ","$465,454 ","$353,526 ","$529,725 ","$185,464 ","$4,880,392 ","$2,347,085 ","$7,227,476 ","$125,429,455 "
Austin Peay State University,219602,2010,Football Championship Subdivision,,"$8,951,450 ",$0 ,"$587,420 ","$149,858 ","$60,406 ","$158,031 ","$798,696 ","$279,426 ","$1,788,221 ","$1,319,433 ","$3,809,958 ","$9,203,229 ","$258,710 ","$55,393 ","$345,492 ","$550,575 ","$484,461 ","$220,372 ","$4,969,401 ","$2,318,825 ","$7,288,226 ","$133,572,334 "
